name,team,player_position,penalty_name,penalty_yards
A.Haynesworth,Washington,DT,Delay of Kickoff,0
A.Haynesworth,Washington,DT,Ineligible Downfield Kick,5
A.Johnson,Indianapolis,DT,Taunting,0
A.Johnson,Indianapolis,DT,Leaping,0
A.Johnson,Indianapolis,DT,Illegal Cut,0
A.Okoye,Houston,DT,Defensive Delay of Game,0
A.Okoye,Houston,DT,Defensive Pass Interference,103
A.Okoye,Houston,DT,Illegal Formation,10
B.Mebane,Seattle,DT,Illegal Substitution,0
B.Mebane,Seattle,DT,Illegal Onside Kick,0
C.Ah You,St. Louis,DT,Clipping,0
C.Cole,Seattle,DT,Short Free Kick,0
C.Hovan,Tampa Bay,DT,Unnecessary Roughness,195
C.Hovan,Tampa Bay,DT,Illegal Motion,0
C.Jenkins,Green Bay,DT,Offensive Pass Interference,10
C.Ryan,St. Louis,DT,Offside on Free Kick,0
C.Ryan,St. Louis,DT,Illegal Peelback,0
C.Ryan,St. Louis,DT,Offensive Offside,0
C.Williams,Cleveland,DT,Illegal Blindside Block,0
C.Williams,Cleveland,DT,Face Mask (5 Yards),0
C.Williams,Detroit,DT,False Start,213
C.Williams,Detroit,DT,Clipping,0
D.Dockett,Arizona,DT,Defensive Too Many Men on Field,0
D.Dockett,Arizona,DT,Face Mask (5 Yards),0
D.Dockett,Arizona,DT,Short Free Kick,0
D.Dockett,Arizona,DT,Defensive Too Many Men on Field,0
D.Edwards,Baltimore,DT,Intentional Grounding,23
D.Landri,Carolina,DT,Illegal Bat,0
D.Lewis,Carolina,DT,Player Out of Bounds on Punt,0
D.Lewis,Carolina,DT,Defensive Too Many Men on Field,0
D.Lewis,Carolina,DT,Defensive 12 On-field,10
D.Lewis,Carolina,DT,Illegal Receiver Pass,0
D.Muir,Indianapolis,DT,Fair Catch Interference,0
D.Scott,St. Louis,DT,Illegal Formation,5
De.Robinson,Houston,DT,Offensive Too Many Men on Field,0
De.Robinson,Houston,DT,Offensive Pass Interference,20
E.Foster,Indianapolis,DT,Face Mask (5 Yards),0
E.Foster,Indianapolis,DT,Illegal Kick/Kicking Loose Ball,0
E.Foster,Indianapolis,DT,Defensive Holding,35
E.Foster,Indianapolis,DT,Delay of Game,28
F.Evans,Minnesota,DT,Offensive Offside,0
F.Evans,Minnesota,DT,Running Into the Kicker,0
F.Evans,Minnesota,DT,Defensive Pass Interference,75
F.Robbins,N.Y. Giants,DT,Offensive Pass Interference,20
F.Robbins,N.Y. Giants,DT,Unsportsmanlike Conduct,64
F.Robbins,N.Y. Giants,DT,Player Out of Bounds on Kick,0
F.Robbins,N.Y. Giants,DT,Roughing the Passer,14
F.Robbins,St. Louis,DT,Illegal Touch Kick,0
F.Robbins,St. Louis,DT,Kick Catch Interference,0
G.Warren,Oakland,DT,Illegal Motion,0
G.Warren,Oakland,DT,Illegally Kicking Ball,0
G.Warren,Oakland,DT,Illegal Crackback,0
G.Warren,Oakland,DT,Defensive Delay of Game,0
H.Melton,Chicago,DT,Leaping,0
H.Ngata,Baltimore,DT,Player Out of Bounds on Kick,0
H.Ngata,Baltimore,DT,Ineligible Downfield Kick,0
H.Ngata,Baltimore,DT,Illegal Crackback,0
H.Ngata,Baltimore,DT,Personal Foul,45
I.Olshansky,Dallas,DT,Fair Catch Interference,12
I.Olshansky,Dallas,DT,Lowering the Head to Make Forcible Contact,0
I.Olshansky,Dallas,DT,Personal Foul,53
J.Babineaux,Atlanta,DT,Neutral Zone Infraction,25
J.Babineaux,Atlanta,DT,Illegal Cut,0
J.Bannan,Denver,DT,Face Mask (15 Yards),150
J.Kennedy,Minnesota,DT,Illegal Touch Pass,0
J.Kennedy,Minnesota,DT,Roughing the Kicker,0
J.Ratliff,Dallas,DT,Kickoff Out of Bounds,0
J.Ratliff,Dallas,DT,Illegal Formation,10
J.Ratliff,Dallas,DT,Illegal Forward Pass,0
J.Ratliff,Dallas,DT,Defensive Offside,48
J.Ratliff,Dallas,DT,Illegal Use of Hands,5
J.Ratliff,Dallas,DT,Defensive Pass Interference,265
J.Ratliff,Dallas,DT,Illegally Kicking Ball,0
J.Wynn,Green Bay,DT,Illegal Motion,10
J.Zgonina,Houston,DT,Clipping,0
K.Vickerson,Tennessee,DT,Ineligible Downfield Kick,20
K.Vickerson,Tennessee,DT,Interference with Opportunity to Catch,0
K.Vickerson,Tennessee,DT,Intentional Grounding,23
K.Williams,Buffalo,DT,Face Mask (15 Yards),42
K.Williams,Minnesota,DT,Horse Collar Tackle,15
K.Williams,Minnesota,DT,Defensive Holding,30
K.Williams,Minnesota,DT,Illegal Wedge,0
K.Williams,Minnesota,DT,Defensive 12 On-field,15
K.Williams,Minnesota,DT,Illegal Crackback,15
K.Williams,Minnesota,DT,Fair Catch Interference,0
K.Williams,Minnesota,DT,Chop Block,22
K.Williams,Minnesota,DT,Offensive 12 On-field,0
L.Leonard,Carolina,DT,Illegal Peelback,0
L.Ramsey,St. Louis,DT,Defensive Offside,66
L.Ramsey,St. Louis,DT,Disqualification,0
M.Douglas,N.Y. Jets,DT,Unnecessary Roughness,66
M.Montgomery,Green Bay,DT,Player Out of Bounds on Punt,5
M.Montgomery,Green Bay,DT,Neutral Zone Infraction,9
M.Patterson,Philadelphia,DT,Face Mask (5 Yards),0
M.Thomas,Denver,DT,Illegal Wedge,0
M.Wright,New England,DT,Illegal Double-Team Block,0
M.Wright,New England,DT,Clipping,0
N.Hayden,Carolina,DT,Illegally Kicking Ball,0
N.Suh,Detroit,DT,Illegal Forward Pass,5
O.Harris,Cincinnati,DT,Defensive Offside,20
O.Nwagbuo,San Diego,DT,Illegal Crackback,0
O.Nwagbuo,San Diego,DT,Kickoff Out of Bounds,0
P.Jerry,Atlanta,DT,Illegally Kicking Ball,0
P.Sims,Cincinnati,DT,Defensive 12 On-field,5
P.Sims,Cincinnati,DT,Interference with Opportunity to Catch,0
P.Sims,Cincinnati,DT,Leaping,0
P.Sims,Cincinnati,DT,Illegal Blindside Block,0
P.Sims,Cincinnati,DT,Illegal Kick/Kicking Loose Ball,0
P.Soliai,Miami,DT,Illegally Kicking Ball,0
P.Soliai,Miami,DT,Illegal Kick,0
P.Soliai,Miami,DT,Illegal Motion,0
P.Williams,Minnesota,DT,Illegal Double-Team Block,0
P.Williams,Minnesota,DT,Defensive Too Many Men on Field,0
P.Williams,Minnesota,DT,Illegal Touch Pass,5
R.Bernard,N.Y. Giants,DT,Face Mask,0
R.Bernard,N.Y. Giants,DT,Offensive Pass Interference,36
R.Brace,New England,DT,Illegal Use of Hands,41
R.Bryant,Seattle,DT,Illegal Receiver Pass,0
R.Edwards,Kansas City,DT,Delay of Game,30
R.Edwards,Kansas City,DT,Illegal Double-Team Block,0
R.Fields,Denver,DT,Illegal Motion,5
R.Fields,Denver,DT,Leaping,0
R.Fields,Denver,DT,Defensive Holding,27
R.Fields,Denver,DT,Intentional Grounding,45
R.Miller,Tampa Bay,DT,Delay of Game,41
R.Miller,Tampa Bay,DT,Offside on Free Kick,5
R.Miller,Tampa Bay,DT,Leaping,0
R.Seymour,Oakland,DT,Illegal Receiver Pass,0
R.Seymour,Oakland,DT,Invalid Fair Catch Signal,5
R.Seymour,Oakland,DT,Illegal Kick/Kicking Loose Ball,0
R.Seymour,Oakland,DT,Short Free Kick,0
R.Seymour,Oakland,DT,Taunting,0
R.Seymour,Oakland,DT,Offensive Too Many Men on Field,0
S.Ellis,New Orleans,DT,Kick Catch Interference,0
S.Johnson,Buffalo,DT,False Start,203
S.Johnson,Buffalo,DT,Offside on Free Kick,10
S.Marks,Tennessee,DT,Unsportsmanlike Conduct,75
S.Rogers,Cleveland,DT,Illegal Block Above the Waist,54
S.Rogers,Cleveland,DT,Defensive Offside,65
S.Rogers,Cleveland,DT,Low Block,0
S.Rogers,Cleveland,DT,Illegal Formation,25
S.Rogers,Cleveland,DT,Short Free Kick,0
S.Rogers,Cleveland,DT,Defensive Delay of Game,0
S.Rogers,Cleveland,DT,Illegal Onside Kick,0
T.Brayton,Carolina,DT,Illegal Contact,25
T.Brayton,Carolina,DT,Kickoff Out of Bounds,0
T.Brayton,Carolina,DT,Leaping,0
T.Brayton,Carolina,DT,Illegal Kick,0
T.Brayton,Carolina,DT,Illegal Wedge,0
T.Brown,Tennessee,DT,Illegal Kick,0
T.Brown,Tennessee,DT,Illegal Wedge,0
T.Brown,Tennessee,DT,Offensive Too Many Men on Field,0
T.Brown,Tennessee,DT,Defensive Too Many Men on Field,0
T.Brown,Tennessee,DT,Illegal Contact,9
T.Brown,Tennessee,DT,Kick Catch Interference,0
T.Brown,Tennessee,DT,Tripping,10
T.Brown,Tennessee,DT,Clipping,0
T.Brown,Tennessee,DT,Illegal Touch Pass,0
T.Bulman,Houston,DT,Defensive Delay of Game,0
T.Bulman,Houston,DT,Horse Collar Tackle,15
T.Harris,Chicago,DT,Leverage,0
T.Harris,Chicago,DT,Disqualification,0
T.Harris,Chicago,DT,Face Mask (15 Yards),123
T.Harris,Chicago,DT,Unnecessary Roughness,86
T.Johnson,Atlanta,DT,Illegal Onside Kick,0
T.Johnson,Cincinnati,DT,Neutral Zone Infraction,27
T.Johnson,Cincinnati,DT,Illegal Wedge,0
T.Johnson,Cincinnati,DT,Offensive 12 On-field,0
T.Knighton,Jacksonville,DT,Lowering the Head to Make Forcible Contact,0
T.Knighton,Jacksonville,DT,Invalid Fair Catch Signal,5
T.Laws,Philadelphia,DT,Disqualification,0
T.McDaniel,Miami,DT,Illegal Motion,5
T.McDaniel,Miami,DT,Offensive 12 On-field,0
T.McDaniel,Miami,DT,Illegal Double-Team Block,0
T.Tyler,Kansas City,DT,Illegal Touch Pass,0
T.Tyler,Kansas City,DT,Illegal Procedure,0
T.Warren,New England,DT,Illegal Touch Pass,0
W.Joseph,Oakland,DT,Roughing the Passer,76
A.Hall,Tennessee,FB,Face Mask (5 Yards),0
A.Hall,Tennessee,FB,Illegal Crackback,0
A.Hall,Tennessee,FB,Illegal Bat,0
B.Askew,Tampa Bay,FB,Illegal Kick,0
C.McIntyre,Buffalo,FB,Delay of Game,60
C.McIntyre,Buffalo,FB,Roughing the Passer,37
C.McIntyre,Buffalo,FB,Ineligible Downfield Pass,0
D.Anderson,Dallas,FB,Illegal Crackback,15
D.Anderson,Dallas,FB,Offensive Too Many Men on Field,0
D.Anderson,Dallas,FB,Offensive Too Many Men on Field,0
D.Kreider,Arizona,FB,Illegal Touch Kick,0
H.Evans,New Orleans,FB,Illegal Contact,50
J.Johnson,Cincinnati,FB,Roughing the Kicker,0
J.Kuhn,Green Bay,FB,Horse Collar Tackle,15
J.Kuhn,Green Bay,FB,Low Block,12
J.Nordin,Detroit,FB,Tripping,0
J.Nordin,Detroit,FB,Illegally Kicking Ball,0
J.Snelling,Atlanta,FB,Taunting,0
J.Snelling,Atlanta,FB,Defensive Too Many Men on Field,0
K.Houser,Seattle,FB,Leaping,0
L.Hilliard,Miami,FB,Personal Foul,45
L.Lawton,Oakland,FB,Illegal Forward Pass,5
L.Lawton,Oakland,FB,Illegal Shift,0
L.McClain,Baltimore,FB,Offensive Holding,407
L.Polite,Miami,FB,Illegal Kick,0
L.Vickers,Cleveland,FB,Illegal Kick/Kicking Loose Ball,0
L.Vickers,Cleveland,FB,Defensive Pass Interference,153
L.Vickers,Cleveland,FB,Illegal Wedge,0
L.Weaver,Philadelphia,FB,Illegal Substitution,10
L.Weaver,Philadelphia,FB,Ineligible Downfield Kick,0
L.Weaver,Philadelphia,FB,Offensive Pass Interference,98
M.Hedgecock,N.Y. Giants,FB,Illegal Crackback,0
M.Hedgecock,N.Y. Giants,FB,Illegal Cut,0
M.Hedgecock,N.Y. Giants,FB,Defensive Holding,15
M.Hedgecock,N.Y. Giants,FB,Illegal Onside Kick,0
M.Karney,St. Louis,FB,Illegal Touch Kick,5
M.Robinson,San Francisco,FB,Leverage,0
M.Robinson,San Francisco,FB,Unnecessary Roughness,136
M.Robinson,Seattle,FB,Illegal Use of Hands,33
M.Tolbert,San Diego,FB,Leverage,0
N.Tahi,Minnesota,FB,Leaping,0
O.Mughelli,Atlanta,FB,Short Free Kick,0
O.Mughelli,Atlanta,FB,Interference with Opportunity to Catch,0
O.Schmitt,Seattle,FB,Unnecessary Roughness,110
O.Schmitt,Seattle,FB,Leverage,0
Q.Johnson,Green Bay,FB,Illegal Touch Kick,5
T.Fiammetta,Carolina,FB,Illegal Receiver Pass,0
T.Fiammetta,Carolina,FB,Lowering the Head to Initiate Contact,0
T.Fiammetta,Carolina,FB,Illegal Use of Hands,22
T.Fiammetta,Carolina,FB,Illegal Double-Team Block,0
T.Richardson,N.Y. Jets,FB,Illegal Peelback,0
T.Richardson,N.Y. Jets,FB,Illegal Cut,0
V.Leach,Houston,FB,Illegal Substitution,15
V.Leach,Houston,FB,Personal Foul,60
C.Godfrey,Carolina,FS,Illegal Kick/Kicking Loose Ball,0
C.Godfrey,Carolina,FS,Illegal Touch Pass,0
C.Woodson,Green Bay,FS,Illegal Formation,0
C.Woodson,Green Bay,FS,Lowering the Head to Initiate Contact,0
C.Woodson,Green Bay,FS,Defensive Holding,24
C.Woodson,Green Bay,FS,Defensive Holding,23
C.Woodson,Green Bay,FS,Lowering the Head to Initiate Contact,0
C.Woodson,Green Bay,FS,Illegal Blindside Block,0
C.Woodson,Green Bay,FS,Illegally Kicking Ball,0
C.Woodson,Green Bay,FS,Illegal Block Above the Waist,59
D.Nickey,Tennessee,FS,Illegal Wedge,0
D.Nickey,Tennessee,FS,Illegally Kicking Ball,0
D.Roach,St. Louis,FS,Taunting,30
D.Sharper,New Orleans,FS,Offensive Too Many Men on Field,0
D.Sharper,New Orleans,FS,Illegally Kicking Ball,0
D.Sharper,New Orleans,FS,False Start,225
D.Sharper,New Orleans,FS,Lowering the Head to Make Forcible Contact,0
D.Sharper,New Orleans,FS,Clipping,0
E.Reed,Baltimore,FS,Invalid Fair Catch Signal,0
E.Reed,Baltimore,FS,Defensive Too Many Men on Field,0
E.Reed,Baltimore,FS,Offensive 12 On-field,0
E.Reed,Baltimore,FS,Ineligible Downfield Kick,0
E.Smith,N.Y. Jets,FS,Defensive Pass Interference,133
E.Smith,N.Y. Jets,FS,Illegal Double-Team Block,0
E.Smith,N.Y. Jets,FS,Illegal Blindside Block,0
E.Smith,N.Y. Jets,FS,Illegal Substitution,0
E.Smith,N.Y. Jets,FS,Illegal Cut,0
E.Thomas,Seattle,FS,Illegal Motion,5
E.Wilson,Houston,FS,Ineligible Downfield Kick,15
E.Wilson,Houston,FS,Unsportsmanlike Conduct,30
E.Wilson,Houston,FS,Illegal Wedge,0
G.Quin,Houston,FS,Illegal Contact,15
G.Quin,Houston,FS,Offensive 12 On-field,5
G.Quin,Houston,FS,Illegal Blindside Block,0
G.Quin,Houston,FS,Illegal Shift,15
G.Quin,Houston,FS,Offensive Pass Interference,69
G.Quin,Houston,FS,Illegal Use of Hands,30
G.Sensabaugh,Dallas,FS,Kick Catch Interference,0
G.Sensabaugh,Dallas,FS,Illegal Crackback,15
G.Sensabaugh,Dallas,FS,Illegal Substitution,0
H.Poteat,Cleveland,FS,Kick Catch Interference,0
H.Poteat,Cleveland,FS,Illegal Touch Pass,0
H.Poteat,Cleveland,FS,Defensive Holding,29
J.Babineaux,Seattle,FS,Illegal Shift,0
J.Babineaux,Seattle,FS,Face Mask (5 Yards),0
J.Babineaux,Seattle,FS,Horse Collar Tackle,18
J.Babineaux,Seattle,FS,Illegal Peelback,0
J.Byrd,Buffalo,FS,Chop Block,15
J.Byrd,Buffalo,FS,Offensive Pass Interference,20
J.Byrd,Buffalo,FS,Illegal Shift,15
J.Byrd,Buffalo,FS,Face Mask (15 Yards),87
J.Wendling,Buffalo,FS,Ineligible Downfield Pass,15
J.Wendling,Buffalo,FS,Leaping,0
K.Pearson,Detroit,FS,Illegal Touch Kick,0
K.Rhodes,Arizona,FS,Defensive Delay of Game,0
L.Delmas,Detroit,FS,Illegal Block Above the Waist,103
L.Delmas,Detroit,FS,Roughing the Kicker,15
L.Delmas,Detroit,FS,Illegal Crackback,0
L.Delmas,Detroit,FS,Ineligible Downfield Kick,0
L.Delmas,Detroit,FS,Short Free Kick,0
L.Delmas,Detroit,FS,Illegal Crackback,0
L.Landry,Washington,FS,Illegal Touch Kick,0
L.Landry,Washington,FS,Illegal Onside Kick,0
L.Landry,Washington,FS,Illegally Kicking Ball,0
L.Webb,Baltimore,FS,Illegal Forward Pass,0
L.Webb,Baltimore,FS,Illegal Peelback,0
L.Webb,Baltimore,FS,Face Mask (15 Yards),120
L.Webb,Baltimore,FS,Intentional Grounding,21
M.Griffin,Tennessee,FS,Illegal Receiver Pass,0
M.Griffin,Tennessee,FS,Intentional Grounding,30
M.Huff,Oakland,FS,Intentional Grounding,47
M.Williams,Minnesota,FS,Chop Block,45
M.Williams,Minnesota,FS,Kick Catch Interference,0
N.Collins,Green Bay,FS,Low Block,0
N.Ferguson,Houston,FS,Tripping,0
N.Ferguson,Houston,FS,Tripping,6
N.Jones,Miami,FS,Defensive Too Many Men on Field,0
R.Barber,Tampa Bay,FS,Kickoff Out of Bounds,0
R.Barber,Tampa Bay,FS,Illegal Double-Team Block,0
R.Barber,Tampa Bay,FS,Tripping,20
R.Barber,Tampa Bay,FS,Illegal Peelback,0
R.Barber,Tampa Bay,FS,Taunting,0
R.Barber,Tampa Bay,FS,Face Mask,0
R.Barber,Tampa Bay,FS,Illegal Kick,0
R.Clark,Pittsburgh,FS,Illegal Kick,0
R.Johnson,Arizona,FS,Illegal Forward Handoff,0
R.Nelson,Jacksonville,FS,Illegal Crackback,0
R.Nelson,Jacksonville,FS,Chop Block,15
S.Brown,Oakland,FS,Illegal Shift,5
S.Jones,Philadelphia,FS,Invalid Fair Catch Signal,0
S.Jones,Philadelphia,FS,Leaping,0
S.Jones,Philadelphia,FS,Leverage,0
S.Jones,Philadelphia,FS,Neutral Zone Infraction,23
S.Jones,Philadelphia,FS,Defensive 12 On-field,5
S.Martin,Carolina,FS,Defensive Offside,77
T.DeCoud,Atlanta,FS,Illegal Crackback,15
A.Alleman,Kansas City,G,Ineligible Downfield Kick,0
A.Faneca,N.Y. Jets,G,Illegal Block Above the Waist,48
A.Faneca,N.Y. Jets,G,Illegal Onside Kick,0
A.Faneca,N.Y. Jets,G,Short Free Kick,0
A.Herrera,Minnesota,G,Unnecessary Roughness,88
A.Herrera,Minnesota,G,Kickoff Out of Bounds,0
A.Herrera,Minnesota,G,Illegal Shift,20
A.Herrera,Minnesota,G,Illegal Peelback,0
A.Herrera,Minnesota,G,Illegal Formation,25
A.Hicks,Minnesota,G,Defensive 12 On-field,24
A.Hicks,Washington,G,Offensive Too Many Men on Field,0
A.Hicks,Washington,G,Roughing the Kicker,0
A.Levitre,Buffalo,G,Illegal Shift,0
A.Levitre,Buffalo,G,Horse Collar Tackle,0
A.Levitre,Buffalo,G,Interference with Opportunity to Catch,0
A.Levitre,Buffalo,G,Offensive 12 On-field,10
A.Levitre,Buffalo,G,Delay of Kickoff,0
A.Snyder,San Francisco,G,Delay of Game,43
A.Snyder,San Francisco,G,Illegally Kicking Ball,0
A.Snyder,San Francisco,G,Face Mask,0
A.Snyder,San Francisco,G,Chop Block,0
A.Snyder,San Francisco,G,Low Block,0
B.Grubbs,Baltimore,G,Illegal Use of Hands,39
B.Grubbs,Baltimore,G,Illegal Peelback,0
B.Hamilton,Denver,G,Low Block,0
B.Hamilton,Denver,G,Illegal Bat,0
B.Hamilton,Denver,G,Player Out of Bounds on Kick,0
B.Hamilton,Denver,G,Clipping,0
B.Hamilton,Seattle,G,Illegal Forward Pass,0
B.Moore,N.Y. Jets,G,Ineligible Downfield Kick,10
B.Moore,N.Y. Jets,G,Offensive Pass Interference,30
B.Moore,N.Y. Jets,G,Offside on Free Kick,5
B.Moore,N.Y. Jets,G,Invalid Fair Catch Signal,0
B.Moore,N.Y. Jets,G,Taunting,0
B.Moore,N.Y. Jets,G,Taunting,15
B.Moore,N.Y. Jets,G,Unsportsmanlike Conduct,25
B.Waters,Kansas City,G,Illegal Touch Kick,0
B.Waters,Kansas City,G,Horse Collar Tackle,30
B.Waters,Kansas City,G,Illegal Blindside Block,9
B.Waters,Kansas City,G,Taunting,0
B.Waters,Kansas City,G,Illegal Formation,17
B.Waters,Kansas City,G,Intentional Grounding,25
B.Waters,Kansas City,G,Lowering the Head to Make Forcible Contact,0
B.Williams,Cincinnati,G,Interference with Opportunity to Catch,0
B.Williams,Cincinnati,G,Unsportsmanlike Conduct,20
B.Williams,Cincinnati,G,Offensive Offside,0
B.Williams,Cincinnati,G,Illegal Blindside Block,0
B.Williams,Cincinnati,G,Tripping,0
B.Williams,Cincinnati,G,Unsportsmanlike Conduct,40
B.Williams,Cincinnati,G,Illegal Peelback,0
B.Williams,Cincinnati,G,Illegal Shift,5
C.Carlisle,Oakland,G,Short Free Kick,0
C.Carlisle,Oakland,G,Illegal Procedure,0
C.Carlisle,Oakland,G,Illegal Procedure,0
C.Carlisle,Oakland,G,Offensive Offside,0
C.Carlisle,Oakland,G,Illegal Onside Kick,0
C.Carlisle,Oakland,G,Face Mask (5 Yards),0
C.Kemoeatu,Pittsburgh,G,Unnecessary Roughness,212
C.Kemoeatu,Pittsburgh,G,Illegal Bat,0
C.Kemoeatu,Pittsburgh,G,Offensive Too Many Men on Field,0
C.Kemoeatu,Pittsburgh,G,Illegal Contact,25
C.Kemoeatu,Pittsburgh,G,Player Out of Bounds on Punt,5
C.Kuper,Denver,G,Defensive Too Many Men on Field,0
C.Kuper,Denver,G,Ineligible Downfield Pass,5
C.Kuper,Denver,G,Offensive Offside,0
C.Kuper,Denver,G,Roughing the Passer,30
C.Kuper,Denver,G,Intentional Grounding,20
C.Nicks,New Orleans,G,Illegal Blindside Block,0
C.Nicks,New Orleans,G,Short Free Kick,0
C.Nicks,New Orleans,G,Unsportsmanlike Conduct,56
C.Pitts,Houston,G,Offensive Offside,0
C.Rachal,San Francisco,G,Neutral Zone Infraction,27
C.Rachal,San Francisco,G,Kickoff Out of Bounds,0
C.Rachal,San Francisco,G,Defensive Delay of Game,0
C.Snee,N.Y. Giants,G,Face Mask,0
C.Snee,N.Y. Giants,G,Face Mask (15 Yards),75
C.Snee,N.Y. Giants,G,Chop Block,0
Ch.Johnson,Indianapolis,G,Chop Block,0
D.Batiste,Washington,G,Illegal Shift,10
D.Batiste,Washington,G,Defensive Delay of Game,0
D.Colledge,Green Bay,G,Illegal Touch Pass,5
D.Colledge,Green Bay,G,Defensive Offside,35
D.Colledge,Green Bay,G,Illegal Procedure,0
D.Colledge,Green Bay,G,Encroachment,0
D.Colledge,Green Bay,G,Defensive Pass Interference,97
D.Colledge,Green Bay,G,Offensive Pass Interference,40
D.Colledge,Green Bay,G,Lowering the Head to Make Forcible Contact,0
D.Diehl,N.Y. Giants,G,Offensive Offside,0
D.Diehl,N.Y. Giants,G,Face Mask,0
D.Diehl,N.Y. Giants,G,Disqualification,0
D.Diehl,N.Y. Giants,G,Illegal Procedure,0
D.Diehl,N.Y. Giants,G,Illegal Crackback,0
D.Diehl,N.Y. Giants,G,Face Mask (5 Yards),13
D.Diehl,N.Y. Giants,G,Clipping,0
D.Dockery,Washington,G,Illegal Wedge,0
D.Dockery,Washington,G,Illegal Cut,0
D.Dockery,Washington,G,Illegal Forward Pass,0
D.Dockery,Washington,G,Kickoff Out of Bounds,0
D.Gandy,Detroit,G,Illegal Wedge,0
D.Gandy,Detroit,G,Taunting,0
D.Joseph,Tampa Bay,G,Face Mask (5 Yards),0
D.Joseph,Tampa Bay,G,Delay of Kickoff,0
D.Joseph,Tampa Bay,G,Illegal Touch Kick,5
D.Joseph,Tampa Bay,G,Defensive Delay of Game,5
D.Joseph,Tampa Bay,G,Leaping,0
D.Lutui,Arizona,G,Illegal Procedure,0
D.Lutui,Arizona,G,Unsportsmanlike Conduct,12
D.Lutui,Arizona,G,Fair Catch Interference,0
D.Lutui,Arizona,G,Roughing the Passer,30
D.Lutui,Arizona,G,Illegal Procedure,0
D.Thomas,Miami,G,Offensive Pass Interference,60
D.Thomas,Miami,G,Personal Foul,37
D.Thomas,Miami,G,Delay of Game,70
E.Mathis,Cincinnati,G,Low Block,0
E.Mathis,Cincinnati,G,Illegal Formation,5
E.Mathis,Cincinnati,G,Illegal Substitution,0
E.Steinbach,Cleveland,G,Illegal Substitution,0
E.Steinbach,Cleveland,G,Illegal Touch Pass,0
E.Steinbach,Cleveland,G,Player Out of Bounds on Punt,4
E.Williams,Washington,G,Roughing the Kicker,0
F.Womack,Cleveland,G,Illegal Cut,0
G.Hangartner,Buffalo,G,Illegal Forward Handoff,0
G.Hangartner,Buffalo,G,Illegal Touch Pass,0
G.Hangartner,Buffalo,G,Illegal Formation,31
G.Schwartz,Carolina,G,Defensive 12 On-field,6
H.Dahl,Atlanta,G,Illegal Kick,0
H.Dahl,Atlanta,G,Lowering the Head to Initiate Contact,0
H.Dahl,Atlanta,G,Defensive Holding,45
H.Dahl,Atlanta,G,Illegal Block Above the Waist,35
H.Dahl,Atlanta,G,Illegal Touch Kick,0
H.Dahl,Atlanta,G,False Start,153
I.Ndukwe,Kansas City,G,Illegal Forward Pass,5
I.Ndukwe,Kansas City,G,Invalid Fair Catch Signal,0
J.Beekman,Chicago,G,Encroachment,28
J.Bell,St. Louis,G,Encroachment,5
J.Bell,St. Louis,G,Delay of Game,64
J.Bell,St. Louis,G,Running Into the Kicker,5
J.Bell,St. Louis,G,Defensive Pass Interference,175
J.Blalock,Atlanta,G,Encroachment,9
J.Blalock,Atlanta,G,Offensive Pass Interference,60
J.Blalock,Atlanta,G,Illegal Double-Team Block,0
J.Blalock,Atlanta,G,Illegal Blindside Block,0
J.Bridges,Arizona,G,Disqualification,0
J.Clary,San Diego,G,Roughing the Passer,52
J.Clary,San Diego,G,Defensive Pass Interference,167
J.Clary,San Diego,G,Defensive Delay of Game,0
J.Clary,San Diego,G,Illegal Crackback,15
J.Evans,New Orleans,G,Leverage,0
J.Evans,New Orleans,G,Chop Block,15
J.Evans,New Orleans,G,Running Into the Kicker,5
J.Evans,New Orleans,G,Illegally Kicking Ball,0
J.Evans,New Orleans,G,Offensive Too Many Men on Field,0
J.Evans,New Orleans,G,Chop Block,15
J.Evans,New Orleans,G,False Start,141
J.Greco,St. Louis,G,Illegal Use of Hands,10
J.Jerry,Miami,G,Face Mask (15 Yards),51
J.Scott,Tennessee,G,Illegal Touch Kick,10
J.Scott,Tennessee,G,Illegally Kicking Ball,0
J.Scott,Tennessee,G,Low Block,7
J.Scott,Tennessee,G,Neutral Zone Infraction,10
J.Scott,Tennessee,G,Illegal Forward Pass,0
J.Sitton,Green Bay,G,Encroachment,15
J.Sitton,Green Bay,G,Unnecessary Roughness,145
J.Sitton,Green Bay,G,Roughing the Kicker,0
J.Sitton,Green Bay,G,Interference with Opportunity to Catch,15
J.Sitton,Green Bay,G,Horse Collar Tackle,0
J.Smiley,Jacksonville,G,Neutral Zone Infraction,20
J.Smiley,Jacksonville,G,Illegal Substitution,0
J.Smiley,Miami,G,Horse Collar Tackle,44
J.Thomas,Indianapolis,G,Disqualification,8
K.Dielman,San Diego,G,Disqualification,0
K.Dielman,San Diego,G,Low Block,4
K.Dielman,San Diego,G,Unnecessary Roughness,130
K.Kosier,Dallas,G,Player Out of Bounds on Kick,0
K.Kosier,Dallas,G,Illegal Double-Team Block,0
K.Kosier,Dallas,G,Face Mask (15 Yards),88
K.Kosier,Dallas,G,Kick Catch Interference,0
K.Kosier,Dallas,G,Unnecessary Roughness,50
K.Simmons,Buffalo,G,Low Block,0
K.Studdard,Houston,G,Face Mask (5 Yards),0
K.Vincent,Carolina,G,Illegal Contact,25
K.Vincent,Carolina,G,Ineligible Downfield Kick,0
K.Vincent,Carolina,G,Illegal Wedge,0
