name,team,player_position,penalty_name,penalty_yards
D.Faggins,Detroit,DB,Offensive Holding,287
D.Florence,Buffalo,DB,Lowering the Head to Initiate Contact,0
D.Florence,Buffalo,DB,Defensive Holding,30
D.Florence,Buffalo,DB,Fair Catch Interference,0
D.Florence,Buffalo,DB,Ineligible Downfield Pass,15
D.Florence,Buffalo,DB,Illegal Double-Team Block,0
D.Foxworth,Baltimore,DB,Kickoff Out of Bounds,0
D.Foxworth,Baltimore,DB,Illegal Kick/Kicking Loose Ball,0
D.Foxworth,Baltimore,DB,Running Into the Kicker,0
D.Foxworth,Baltimore,DB,Illegal Cut,0
D.Foxworth,Baltimore,DB,Offside on Free Kick,10
D.Goldson,San Francisco,DB,Illegally Kicking Ball,0
D.Goldson,San Francisco,DB,False Start,276
D.Goldson,San Francisco,DB,Defensive Pass Interference,225
D.Goldson,San Francisco,DB,Offensive Too Many Men on Field,0
D.Goldson,San Francisco,DB,Illegal Forward Handoff,0
D.Goldson,San Francisco,DB,Illegal Forward Handoff,0
D.Hall,Indianapolis,DB,Illegal Substitution,0
D.Jones,Jacksonville,DB,Illegal Wedge,0
D.Lowery,N.Y. Jets,DB,Ineligible Downfield Pass,0
D.Lowery,N.Y. Jets,DB,Intentional Grounding,36
D.Lowery,N.Y. Jets,DB,Illegal Blindside Block,0
D.Martin,Green Bay,DB,Illegal Peelback,0
D.Martin,Green Bay,DB,Offensive Pass Interference,10
D.Martin,Green Bay,DB,Kickoff Out of Bounds,0
D.Martin,Green Bay,DB,Leaping,0
D.Revis,N.Y. Jets,DB,Ineligible Downfield Kick,5
D.Revis,N.Y. Jets,DB,Offside on Free Kick,0
D.Revis,N.Y. Jets,DB,Player Out of Bounds on Kick,0
D.Revis,N.Y. Jets,DB,Defensive Too Many Men on Field,0
D.Roberson,Tampa Bay,DB,Leverage,0
D.Smith,Detroit,DB,Illegal Forward Pass,0
D.Smith,Detroit,DB,Roughing the Passer,103
D.Stewart,St. Louis,DB,False Start,197
D.Strickland,N.Y. Jets,DB,Illegal Touch Kick,0
D.Townsend,Pittsburgh,DB,Illegal Substitution,10
D.Townsend,Pittsburgh,DB,Offensive Holding,390
D.Wesley,Carolina,DB,Lowering the Head to Make Forcible Contact,0
D.Wesley,Carolina,DB,Low Block,0
E.Berry,Kansas City,DB,Illegal Cut,0
E.Brock,Atlanta,DB,Offensive Pass Interference,10
E.Frampton,Minnesota,DB,Clipping,15
E.Frampton,Minnesota,DB,Defensive Offside,72
E.Frampton,Minnesota,DB,Illegal Onside Kick,0
E.Lankster,Buffalo,DB,Player Out of Bounds on Kick,0
E.Mack,Tampa Bay,DB,Delay of Kickoff,0
E.Wright,Cleveland,DB,Offensive Offside,0
E.Wright,Cleveland,DB,Illegal Receiver Pass,0
E.Wright,Cleveland,DB,Leverage,0
E.Wright,Cleveland,DB,Lowering the Head to Initiate Contact,0
E.Wright,Cleveland,DB,Illegal Touch Kick,0
E.Wright,Cleveland,DB,Illegal Blindside Block,0
F.Bennett,Houston,DB,Illegal Peelback,0
F.Walker,Baltimore,DB,Leverage,0
F.Walker,Baltimore,DB,Intentional Grounding,42
F.Walker,Baltimore,DB,Encroachment,25
F.Walker,Baltimore,DB,Illegal Kick/Kicking Loose Ball,0
F.Walker,Baltimore,DB,Lowering the Head to Initiate Contact,0
F.Walker,Baltimore,DB,Illegal Substitution,10
F.Walker,Baltimore,DB,Neutral Zone Infraction,20
F.Washington,Baltimore,DB,Personal Foul,19
F.Washington,Baltimore,DB,Personal Foul,71
Gi.Wilson,Miami,DB,Kick Catch Interference,0
Gi.Wilson,Miami,DB,Defensive Too Many Men on Field,0
H.Eugene,Oakland,DB,Personal Foul,72
H.Eugene,Oakland,DB,Neutral Zone Infraction,42
H.Eugene,Oakland,DB,Interference with Opportunity to Catch,0
H.Eugene,Oakland,DB,Illegal Formation,15
J.Allen,Miami,DB,Interference with Opportunity to Catch,15
J.Bell,Green Bay,DB,Interference with Opportunity to Catch,0
J.Burnett,Pittsburgh,DB,Interference with Opportunity to Catch,0
J.Burnett,Pittsburgh,DB,Offensive Pass Interference,40
J.Busing,Houston,DB,Face Mask (5 Yards),0
J.Busing,Houston,DB,Illegal Shift,5
J.Butler,St. Louis,DB,Defensive Pass Interference,145
J.Corto,Buffalo,DB,Defensive Offside,83
J.Corto,Buffalo,DB,Intentional Grounding,0
J.Fudge,Atlanta,DB,Delay of Game,70
J.Haden,Cleveland,DB,Face Mask,0
J.King,St. Louis,DB,False Start,183
J.King,St. Louis,DB,Encroachment,25
J.King,St. Louis,DB,Tripping,0
J.King,St. Louis,DB,Offensive Holding,324
J.Lacey,Indianapolis,DB,Tripping,20
J.Lacey,Indianapolis,DB,Illegal Blindside Block,0
J.Lacey,Indianapolis,DB,Illegal Cut,0
J.Pugh,Carolina,DB,Illegal Shift,10
J.Sanders,New England,DB,Invalid Fair Catch Signal,0
J.Sanders,New England,DB,Offensive Pass Interference,20
J.Sanders,New England,DB,Leverage,0
J.Tryon,Indianapolis,DB,Delay of Game,25
J.Tryon,Washington,DB,Player Out of Bounds on Punt,0
J.Tryon,Washington,DB,Defensive Pass Interference,207
J.Tryon,Washington,DB,Running Into the Kicker,0
J.Tryon,Washington,DB,Lowering the Head to Make Forcible Contact,0
J.Wade,Detroit,DB,Unsportsmanlike Conduct,42
J.Wade,Detroit,DB,Illegal Wedge,0
J.Wade,St. Louis,DB,Kick Catch Interference,0
J.Wade,St. Louis,DB,Horse Collar Tackle,0
J.Wilhite,New England,DB,Offensive Holding,344
J.Wilson,Baltimore,DB,Lowering the Head to Make Forcible Contact,0
J.Wilson,Baltimore,DB,Player Out of Bounds on Kick,0
J.Wilson,Seattle,DB,Disqualification,15
K.Arrington,New England,DB,Roughing the Kicker,0
K.Arrington,New England,DB,Defensive Pass Interference,110
K.Barnes,Washington,DB,Personal Foul,43
K.Coleman,Philadelphia,DB,Running Into the Kicker,0
K.Cox,Jacksonville,DB,Illegal Peelback,0
K.Cox,Jacksonville,DB,Illegal Bat,0
K.Dockery,N.Y. Giants,DB,Offensive Pass Interference,41
K.Dockery,N.Y. Giants,DB,Illegal Formation,10
K.Dockery,N.Y. Giants,DB,Illegal Forward Pass,0
K.Dockery,N.Y. Giants,DB,Ineligible Downfield Pass,0
K.Dockery,St. Louis,DB,Illegal Kick/Kicking Loose Ball,0
K.Ellison,San Diego,DB,Defensive Too Many Men on Field,0
K.Ellison,San Diego,DB,Tripping,0
K.Hamlin,Baltimore,DB,Illegal Touch Kick,0
K.Hamlin,Dallas,DB,Face Mask (5 Yards),0
K.Hamlin,Dallas,DB,Offensive Holding,480
K.Hayden,Indianapolis,DB,Chop Block,0
K.Hayden,Indianapolis,DB,Lowering the Head to Make Forcible Contact,0
K.Hayden,Indianapolis,DB,Illegal Onside Kick,0
K.Hayden,Indianapolis,DB,Defensive Delay of Game,0
K.Hebert,Cincinnati,DB,Player Out of Bounds on Kick,0
K.Hebert,Cincinnati,DB,Interference with Opportunity to Catch,15
K.Hobbs,Detroit,DB,Offensive Too Many Men on Field,0
K.Jennings,Seattle,DB,Illegal Touch Kick,0
K.Lewis,Kansas City,DB,Defensive Offside,35
K.Moore,Washington,DB,Kick Catch Interference,0
K.Moore,Washington,DB,Illegal Double-Team Block,0
K.Paymah,Minnesota,DB,Kick Catch Interference,0
K.Paymah,Minnesota,DB,Interference with Opportunity to Catch,0
K.Paymah,Minnesota,DB,Chop Block,0
K.Payne,Chicago,DB,Unnecessary Roughness,118
K.Phillips,N.Y. Giants,DB,Illegal Kick/Kicking Loose Ball,0
K.Smith,San Francisco,DB,Illegally Kicking Ball,0
K.Wilson,N.Y. Jets,DB,Illegal Blindside Block,0
K.Wilson,N.Y. Jets,DB,Illegal Receiver Pass,0
L.Bodden,New England,DB,Illegal Kick,0
L.Bodden,New England,DB,Fair Catch Interference,0
L.Sheppard,Minnesota,DB,Offensive Too Many Men on Field,0
L.Torrence,New Orleans,DB,Taunting,0
M.Adams,Arizona,DB,Defensive Offside,65
M.Adams,Arizona,DB,Illegal Formation,20
M.Adams,Arizona,DB,Illegal Forward Pass,0
M.Adams,Arizona,DB,Illegal Peelback,0
M.Adams,Arizona,DB,Illegal Procedure,0
M.Adams,Arizona,DB,Defensive Offside,25
M.Hamlin,Dallas,DB,False Start,203
M.Jenkins,New Orleans,DB,Low Block,0
M.Jenkins,New Orleans,DB,Illegal Block Above the Waist,73
M.Jenkins,New Orleans,DB,Lowering the Head to Make Forcible Contact,0
M.Jenkins,New Orleans,DB,Player Out of Bounds on Punt,5
M.Leggett,Kansas City,DB,Kick Catch Interference,0
M.Trent,Cincinnati,DB,Running Into the Kicker,0
M.Trent,Cincinnati,DB,Illegal Crackback,0
M.Trent,Cincinnati,DB,Roughing the Kicker,0
M.White,Dallas,DB,Roughing the Passer,57
M.White,Detroit,DB,Running Into the Kicker,5
M.White,Detroit,DB,Clipping,0
N.Sorensen,Cleveland,DB,Short Free Kick,0
O.Atogwe,St. Louis,DB,Illegal Procedure,0
O.Atogwe,St. Louis,DB,Illegal Peelback,0
P.Buchanon,Detroit,DB,False Start,211
P.Buchanon,Detroit,DB,Illegal Bat,0
P.Cox,Denver,DB,Illegal Kick,0
P.Prioleau,New Orleans,DB,Offside on Free Kick,10
P.Prioleau,New Orleans,DB,Interference with Opportunity to Catch,0
Q.Butler,St. Louis,DB,Roughing the Passer,45
Q.Butler,St. Louis,DB,Illegal Forward Pass,0
Q.Butler,St. Louis,DB,Illegal Touch Pass,5
Q.Demps,Philadelphia,DB,Neutral Zone Infraction,30
Q.Demps,Philadelphia,DB,Taunting,0
Q.Demps,Philadelphia,DB,Player Out of Bounds on Punt,0
Q.Teal,Carolina,DB,Illegal Kick,0
R.Brown,Arizona,DB,False Start,206
R.Colclough,Kansas City,DB,Illegal Onside Kick,0
R.Corner,Buffalo,DB,Invalid Fair Catch Signal,0
R.Corner,Buffalo,DB,Illegal Block Above the Waist,40
R.Corner,Buffalo,DB,Defensive Delay of Game,0
R.Corner,Buffalo,DB,Chop Block,30
R.Corner,Buffalo,DB,Leverage,0
R.Langford,Kansas City,DB,Illegal Kick,0
R.Lewis,Seattle,DB,Illegal Kick,0
R.Ventrone,Cleveland,DB,Roughing the Passer,33
S.Considine,Jacksonville,DB,Intentional Grounding,10
S.Considine,Jacksonville,DB,Illegal Kick,0
S.Gregory,San Diego,DB,Face Mask,0
S.Gregory,San Diego,DB,Tripping,0
T.Branch,Oakland,DB,Delay of Kickoff,0
T.Branch,Oakland,DB,Offensive Pass Interference,30
T.Branch,Oakland,DB,Ineligible Downfield Pass,0
T.Brown,San Francisco,DB,Defensive Holding,60
T.Brown,San Francisco,DB,Leaping,0
T.Brown,San Francisco,DB,Kick Catch Interference,0
T.Brown,San Francisco,DB,Face Mask,0
T.Carter,Denver,DB,Unnecessary Roughness,138
T.Carter,Pittsburgh,DB,Defensive Holding,30
T.Carter,Pittsburgh,DB,Illegal Kick,0
T.Culver,Miami,DB,Illegal Kick/Kicking Loose Ball,0
T.Culver,Miami,DB,Illegal Motion,5
T.Hill,Atlanta,DB,Running Into the Kicker,0
T.Jennings,Indianapolis,DB,Defensive Too Many Men on Field,0
T.Mays,San Francisco,DB,Illegal Double-Team Block,0
T.Newman,Dallas,DB,Player Out of Bounds on Kick,0
T.Newman,Dallas,DB,Illegal Formation,15
T.Newman,Dallas,DB,Illegal Substitution,0
T.Newman,Dallas,DB,Illegal Kick,10
T.Nolan,Houston,DB,Delay of Kickoff,0
T.Porter,New Orleans,DB,Illegal Crackback,0
T.Porter,New Orleans,DB,Tripping,20
T.Porter,New Orleans,DB,Roughing the Passer,45
T.Thomas,N.Y. Giants,DB,Roughing the Kicker,15
T.Thomas,N.Y. Giants,DB,Intentional Grounding,46
T.Thomas,N.Y. Giants,DB,Taunting,0
T.Wheatley,New England,DB,Intentional Grounding,14
V.Fuller,Tennessee,DB,Leaping,0
V.Fuller,Tennessee,DB,Unsportsmanlike Conduct,100
V.Harris,Philadelphia,DB,Illegal Procedure,0
V.Harris,Philadelphia,DB,Kick Catch Interference,0
V.Harris,Philadelphia,DB,Tripping,10
V.Harris,Philadelphia,DB,Offensive Holding,267
W.Allen,Miami,DB,Illegal Kick,0
W.Allen,Miami,DB,Offensive Too Many Men on Field,0
W.Allen,Miami,DB,Illegal Touch Pass,5
W.James,Detroit,DB,Illegal Contact,31
W.James,Detroit,DB,Illegal Blindside Block,0
W.McFadden,Oakland,DB,Illegal Receiver Pass,0
Z.Bowman,Chicago,DB,Roughing the Kicker,0
Z.Bowman,Chicago,DB,Illegal Crackback,0
Z.Bowman,Chicago,DB,Clipping,0
Z.Bowman,Chicago,DB,Illegal Forward Handoff,0
A.Brown,Chicago,DE,Taunting,0
A.Brown,Chicago,DE,Unnecessary Roughness,149
A.Brown,Chicago,DE,Illegal Touch Kick,5
A.Brown,Chicago,DE,Defensive Pass Interference,87
A.Brown,Chicago,DE,Illegal Use of Hands,31
A.Brown,Chicago,DE,Offensive 12 On-field,0
A.Carter,Washington,DE,Player Out of Bounds on Punt,0
A.Carter,Washington,DE,Offensive Offside,0
A.Kampman,Green Bay,DE,Illegal Touch Pass,0
A.Odom,Cincinnati,DE,Face Mask (5 Yards),0
A.Ogunleye,Chicago,DE,Offensive 12 On-field,5
A.Ogunleye,Chicago,DE,Ineligible Downfield Pass,0
A.Ogunleye,Chicago,DE,Delay of Game,25
A.Schobel,Buffalo,DE,Tripping,10
A.Schobel,Buffalo,DE,Low Block,15
A.Smith,Houston,DE,Leaping,0
A.Smith,Houston,DE,Illegal Peelback,0
A.Smith,Houston,DE,Illegal Formation,19
A.Smith,Houston,DE,Leverage,0
A.Smith,Houston,DE,Personal Foul,45
A.Smith,Houston,DE,Offensive Holding,364
A.Smith,Houston,DE,Illegal Bat,0
A.Smith,Houston,DE,Illegal Contact,17
A.Smith,Houston,DE,Offensive 12 On-field,0
A.Smith,Houston,DE,Face Mask (5 Yards),0
B.Robison,Minnesota,DE,Defensive 12 On-field,10
B.Robison,Minnesota,DE,Illegal Touch Kick,5
B.Robison,Minnesota,DE,Leaping,0
C.Avril,Detroit,DE,Leaping,0
C.Avril,Detroit,DE,Defensive Too Many Men on Field,0
C.Avril,Detroit,DE,Defensive Pass Interference,320
C.Avril,Detroit,DE,Offensive Pass Interference,50
C.Avril,Detroit,DE,Running Into the Kicker,5
C.Bryan,Detroit,DE,Lowering the Head to Make Forcible Contact,0
C.Campbell,Arizona,DE,Face Mask (15 Yards),15
C.Campbell,Arizona,DE,Unnecessary Roughness,58
C.Campbell,Arizona,DE,Offside on Free Kick,5
C.Campbell,Arizona,DE,Kickoff Out of Bounds,0
C.Canty,N.Y. Giants,DE,Clipping,0
C.Clemons,Philadelphia,DE,Illegal Onside Kick,0
C.Clemons,Philadelphia,DE,Illegal Touch Kick,0
C.Grant,New Orleans,DE,Leverage,0
C.Grant,New Orleans,DE,Defensive 12 On-field,0
C.Grant,New Orleans,DE,Leaping,0
C.Grant,New Orleans,DE,Leaping,0
C.Johnson,Carolina,DE,Low Block,0
C.Johnson,Carolina,DE,Lowering the Head to Make Forcible Contact,0
C.Johnson,Carolina,DE,Illegal Kick/Kicking Loose Ball,0
C.Johnson,Dallas,DE,Illegal Onside Kick,0
C.Johnson,Dallas,DE,Kickoff Out of Bounds,0
C.Long,St. Louis,DE,Face Mask,0
C.Long,St. Louis,DE,Illegal Procedure,0
C.Long,St. Louis,DE,Fair Catch Interference,0
C.Redding,Baltimore,DE,Offensive Pass Interference,80
C.Redding,Seattle,DE,Defensive 12 On-field,0
C.Redding,Seattle,DE,Chop Block,0
C.Redding,Seattle,DE,Illegal Substitution,15
C.Wake,Miami,DE,Illegal Forward Handoff,0
D.Ball,Tennessee,DE,Defensive Delay of Game,0
D.Ball,Tennessee,DE,Illegal Touch Pass,0
D.Ball,Tennessee,DE,Chop Block,30
D.Bryant,Oakland,DE,Player Out of Bounds on Kick,0
D.Burgess,New England,DE,Illegal Touch Pass,5
D.Howard,Philadelphia,DE,Illegally Kicking Ball,0
D.Howard,Philadelphia,DE,Delay of Kickoff,0
D.Howard,Philadelphia,DE,Offside on Free Kick,0
D.Howard,Philadelphia,DE,Illegal Wedge,0
D.Howard,Philadelphia,DE,Interference with Opportunity to Catch,0
D.Reid,Denver,DE,Offensive Holding,344
D.Reid,Denver,DE,Disqualification,0
D.Reid,Denver,DE,Offensive Pass Interference,30
D.Reid,Denver,DE,Leaping,0
D.Reid,Denver,DE,Offside on Free Kick,0
D.Tapp,Seattle,DE,Illegal Wedge,0
D.Tapp,Seattle,DE,Lowering the Head to Make Forcible Contact,0
D.Tapp,Seattle,DE,Illegal Contact,30
D.Tollefson,N.Y. Giants,DE,Delay of Kickoff,0
D.Tollefson,N.Y. Giants,DE,Defensive 12 On-field,5
D.Tollefson,N.Y. Giants,DE,Chop Block,0
D.White,Detroit,DE,Unsportsmanlike Conduct,30
E.Brown,Carolina,DE,Illegal Use of Hands,30
E.Brown,Carolina,DE,Neutral Zone Infraction,33
E.Jones,Baltimore,DE,Roughing the Passer,33
E.Jones,Baltimore,DE,Illegal Shift,5
F.Rucker,Cincinnati,DE,Offensive Holding,292
G.Adams,Tampa Bay,DE,Illegal Forward Handoff,0
G.Adams,Tampa Bay,DE,Defensive Pass Interference,145
G.Ellis,Oakland,DE,Lowering the Head to Initiate Contact,0
G.Ellis,Oakland,DE,Unsportsmanlike Conduct,45
G.Ellis,Oakland,DE,Intentional Grounding,28
G.Hardy,Carolina,DE,Defensive Offside,53
H.Green,N.Y. Jets,DE,Personal Foul,15
H.Green,N.Y. Jets,DE,Defensive 12 On-field,0
I.Idonije,Chicago,DE,Lowering the Head to Make Forcible Contact,0
I.Idonije,Chicago,DE,Player Out of Bounds on Kick,0
J.Anderson,Atlanta,DE,Illegal Bat,0
J.Babin,Philadelphia,DE,Offensive Pass Interference,40
J.Babin,Philadelphia,DE,Leverage,0
J.Babin,Philadelphia,DE,Illegal Substitution,0
J.Babin,Tennessee,DE,Offside on Free Kick,15
J.Babin,Tennessee,DE,Disqualification,10
J.Cesaire,San Diego,DE,Illegal Contact,10
J.Fanene,Cincinnati,DE,Unnecessary Roughness,31
J.Fanene,Cincinnati,DE,Player Out of Bounds on Kick,0
J.Fanene,Cincinnati,DE,Defensive Delay of Game,0
J.Ford,Tennessee,DE,Encroachment,50
J.Ford,Tennessee,DE,False Start,192
J.Ford,Tennessee,DE,Lowering the Head to Initiate Contact,0
J.Ford,Tennessee,DE,Disqualification,0
J.Ford,Tennessee,DE,Illegal Procedure,0
J.Hall,St. Louis,DE,Illegal Receiver Pass,0
J.Haye,Tennessee,DE,Horse Collar Tackle,19
J.Haye,Tennessee,DE,Illegal Kick,0
J.Haye,Tennessee,DE,Leverage,2
J.Hunter,Detroit,DE,Defensive Pass Interference,319
J.Hunter,Detroit,DE,Illegal Wedge,0
J.Hunter,Detroit,DE,Defensive 12 On-field,5
J.Jarmon,Washington,DE,Player Out of Bounds on Kick,0
J.Jolly,Green Bay,DE,Face Mask,0
J.Jolly,Green Bay,DE,Taunting,0
J.Jolly,Green Bay,DE,Tripping,10
J.Jones,Tennessee,DE,Defensive 12 On-field,5
J.Jones,Tennessee,DE,Personal Foul,25
J.Jones,Tennessee,DE,False Start,197
J.Jones,Tennessee,DE,Illegal Shift,10
J.Kearse,Tennessee,DE,Offensive Pass Interference,50
J.Mincey,Jacksonville,DE,Intentional Grounding,30
J.Mitchell,Minnesota,DE,Player Out of Bounds on Kick,0
J.Mitchell,Minnesota,DE,Defensive Holding,30
J.Moss,Denver,DE,Face Mask,0
J.Moss,Denver,DE,Illegal Touch Kick,0
J.Moss,Denver,DE,Low Block,15
J.Parker,Philadelphia,DE,False Start,193
J.Parker,Philadelphia,DE,Offensive Pass Interference,50
J.Parker,Philadelphia,DE,Fair Catch Interference,0
J.Peppers,Carolina,DE,Fair Catch Interference,0
J.Peppers,Carolina,DE,Player Out of Bounds on Kick,0
J.Peppers,Carolina,DE,Kick Catch Interference,0
J.Pierre-Paul,N.Y. Giants,DE,Illegal Contact,20
J.Pierre-Paul,N.Y. Giants,DE,Invalid Fair Catch Signal,5
J.Smith,San Francisco,DE,Offensive Pass Interference,47
J.Smith,San Francisco,DE,Defensive Holding,25
J.Tuck,N.Y. Giants,DE,Invalid Fair Catch Signal,0
J.Tuck,N.Y. Giants,DE,Illegal Kick/Kicking Loose Ball,0
K.Coleman,Cleveland,DE,Delay of Game,55
K.Golston,Washington,DE,Illegal Substitution,10
K.Golston,Washington,DE,Offensive Holding,304
K.Iwebema,Arizona,DE,Leverage,0
K.Iwebema,Arizona,DE,Illegal Forward Pass,0
K.Iwebema,Arizona,DE,Offensive Offside,5
K.Iwebema,Arizona,DE,Face Mask,0
K.Iwebema,Arizona,DE,Fair Catch Interference,0
K.Langford,Miami,DE,Defensive Offside,59
K.Langford,Miami,DE,Unsportsmanlike Conduct,45
K.Langford,Miami,DE,Illegal Motion,5
K.Peterson,Denver,DE,Offensive Offside,10
K.Peterson,Denver,DE,Defensive Too Many Men on Field,0
K.Vanden Bosch,Tennessee,DE,Offside on Free Kick,0
K.Vanden Bosch,Tennessee,DE,Offensive Pass Interference,20
K.Vanden Bosch,Tennessee,DE,Kickoff Out of Bounds,0
K.Vanden Bosch,Tennessee,DE,Face Mask,0
L.Cohen,Detroit,DE,Illegal Motion,5
L.Cohen,Detroit,DE,Clipping,15
L.Cohen,Detroit,DE,Clipping,0
L.Cohen,Detroit,DE,Roughing the Kicker,0
L.Cohen,Detroit,DE,Illegal Contact,20
L.Douzable,Jacksonville,DE,Illegal Use of Hands,31
L.English,San Diego,DE,Illegal Peelback,0
L.English,San Diego,DE,Illegal Touch Pass,5
L.English,San Diego,DE,Kickoff Out of Bounds,0
L.Hart,Jacksonville,DE,Illegal Forward Handoff,0
L.Jackson,Detroit,DE,Kick Catch Interference,0
L.Little,St. Louis,DE,Face Mask (5 Yards),0
L.Sidbury,Atlanta,DE,Kick Catch Interference,0
L.Sidbury,Atlanta,DE,Defensive Holding,50
M.Anderson,Chicago,DE,Intentional Grounding,35
M.Anderson,Chicago,DE,Delay of Kickoff,0
M.Devito,N.Y. Jets,DE,Roughing the Passer,100
M.Devito,N.Y. Jets,DE,Ineligible Downfield Pass,0
M.Devito,N.Y. Jets,DE,Illegal Substitution,10
M.Johnson,Cincinnati,DE,Player Out of Bounds on Kick,0
M.Kiwanuka,N.Y. Giants,DE,Illegal Kick/Kicking Loose Ball,0
M.Kiwanuka,N.Y. Giants,DE,Personal Foul,70
M.Kiwanuka,N.Y. Giants,DE,Ineligible Downfield Kick,5
M.Kiwanuka,N.Y. Giants,DE,Interference with Opportunity to Catch,0
M.Roth,Cleveland,DE,Defensive Delay of Game,0
M.Stroud,Buffalo,DE,Invalid Fair Catch Signal,0
M.Stroud,Buffalo,DE,Illegal Kick/Kicking Loose Ball,0
M.Williams,Houston,DE,Delay of Game,50
M.Williams,Houston,DE,Disqualification,0
N.Eason,Pittsburgh,DE,Chop Block,15
N.Eason,Pittsburgh,DE,Unsportsmanlike Conduct,67
O.Umenyiora,N.Y. Giants,DE,Low Block,0
O.Umenyiora,N.Y. Giants,DE,False Start,184
O.Umenyiora,N.Y. Giants,DE,Illegal Formation,25
O.Umenyiora,N.Y. Giants,DE,Illegal Wedge,0
O.Umenyiora,N.Y. Giants,DE,Defensive Holding,25
P.Kerney,Seattle,DE,Intentional Grounding,56
P.Kerney,Seattle,DE,Kickoff Out of Bounds,0
P.Kerney,Seattle,DE,Offensive Holding,235
P.Kerney,Seattle,DE,Illegally Kicking Ball,0
P.Merling,Miami,DE,Roughing the Kicker,0
R.Ayers,Denver,DE,Offensive Too Many Men on Field,0
R.Ayers,Denver,DE,Illegal Substitution,5
R.Brock,Indianapolis,DE,Ineligible Downfield Pass,5
R.Brock,Indianapolis,DE,Illegally Kicking Ball,0
R.Denney,Buffalo,DE,Horse Collar Tackle,15
R.Edwards,Minnesota,DE,Low Block,0
R.Edwards,Minnesota,DE,Invalid Fair Catch Signal,0
R.Edwards,Minnesota,DE,Illegally Kicking Ball,0
R.Edwards,Minnesota,DE,Illegal Peelback,0
R.Edwards,Minnesota,DE,Offensive Holding,330
R.Edwards,Minnesota,DE,False Start,199
R.Edwards,Minnesota,DE,Running Into the Kicker,0
R.Edwards,Minnesota,DE,Offensive 12 On-field,0
R.Geathers,Cincinnati,DE,Illegal Wedge,0
R.Geathers,Cincinnati,DE,Illegal Receiver Pass,0
R.Geathers,Cincinnati,DE,Running Into the Kicker,0
R.Geathers,Cincinnati,DE,Face Mask,0
R.McBean,Denver,DE,Illegal Shift,10
R.McDonald,San Francisco,DE,Face Mask (15 Yards),120
R.McDonald,San Francisco,DE,Chop Block,5
R.Smith,Cleveland,DE,Offensive Holding,321
R.Smith,Cleveland,DE,Illegal Use of Hands,0
R.Torbor,Miami,DE,Clipping,15
S.Bowen,Dallas,DE,Illegal Substitution,10
S.Bowen,Dallas,DE,Ineligible Downfield Kick,5
S.Merriman,San Diego,DE,Defensive Holding,35
S.Merriman,San Diego,DE,Illegal Contact,10
S.Merriman,San Diego,DE,Running Into the Kicker,0
S.Merriman,San Diego,DE,Face Mask (15 Yards),60
S.White,Tampa Bay,DE,Leverage,0
S.White,Tampa Bay,DE,Delay of Game,10
T.Hargrove,New Orleans,DE,Kickoff Out of Bounds,0
T.Hargrove,New Orleans,DE,Illegal Touch Pass,0
T.Hargrove,New Orleans,DE,Illegal Substitution,10
T.Jackson,Kansas City,DE,Offensive Holding,290
T.Jackson,Kansas City,DE,Defensive Pass Interference,222
T.Johnson,San Diego,DE,Illegally Kicking Ball,0
T.Johnson,San Diego,DE,Fair Catch Interference,0
T.Kelly,Oakland,DE,Defensive 12 On-field,0
T.Kelly,Oakland,DE,Unnecessary Roughness,105
T.Kelly,Oakland,DE,Illegal Shift,0
T.Kelly,Oakland,DE,Encroachment,20
T.Kelly,Oakland,DE,Ineligible Downfield Pass,5
T.McBride,Detroit,DE,Illegal Use of Hands,0
T.McBride,Detroit,DE,Taunting,15
T.Pryce,Baltimore,DE,Defensive Holding,15
T.Pryce,Baltimore,DE,Offensive Holding,290
T.Pryce,Baltimore,DE,Face Mask (5 Yards),0
T.Scott,Oakland,DE,False Start,199
T.Scott,Oakland,DE,Defensive Pass Interference,385
V.Abiamiri,Philadelphia,DE,Delay of Kickoff,0
V.Abiamiri,Philadelphia,DE,Illegal Onside Kick,0
V.Adeyanju,St. Louis,DE,Defensive Holding,46
V.Holliday,Denver,DE,Ineligible Downfield Kick,5
W.Gilberry,Kansas City,DE,Offensive Pass Interference,60
W.Gilberry,Kansas City,DE,Illegal Bat,0
W.Hayes,Tennessee,DE,Illegal Block Above the Waist,35
W.Hayes,Tennessee,DE,Lowering the Head to Make Forcible Contact,0
W.Hayes,Tennessee,DE,Illegal Double-Team Block,0
W.Hayes,Tennessee,DE,Illegal Kick,0
W.Hayes,Tennessee,DE,Intentional Grounding,10
W.Hayes,Tennessee,DE,Lowering the Head to Make Forcible Contact,0
W.Smith,New Orleans,DE,Illegal Contact,40
W.Smith,New Orleans,DE,Lowering the Head to Make Forcible Contact,0
W.Smith,New Orleans,DE,Illegal Motion,5
A.Adams,Chicago,DT,Personal Foul,51
A.Adams,Chicago,DT,Illegal Receiver Pass,0
A.Adams,Chicago,DT,Offside on Free Kick,0
A.Adams,Chicago,DT,Illegal Blindside Block,0
A.Dixon,Philadelphia,DT,Illegal Block Above the Waist,69
A.Ellison,Jacksonville,DT,Illegal Procedure,0
A.Fluellen,Detroit,DT,Defensive Holding,41
A.Haynesworth,Washington,DT,False Start,218
A.Haynesworth,Washington,DT,Offensive Too Many Men on Field,0
A.Haynesworth,Washington,DT,Offensive 12 On-field,5
