name,team,pos,penalty_name,penalty_yards,total_penalty_yards_by_position,total_penalty_yards_by_player,total_penalty_yards_by_team
E.Jones,Baltimore,DE,Roughing the Passer,33,8321,38,2545
F.Rucker,Cincinnati,DE,Offensive Holding,292,8321,292,2402
G.Adams,Tampa Bay,DE,Defensive Pass Interference,145,8321,145,2548
G.Adams,Tampa Bay,DE,Illegal Forward Handoff,0,8321,145,2548
G.Ellis,Oakland,DE,Lowering the Head to Initiate Contact,0,8321,73,2033
G.Ellis,Oakland,DE,Intentional Grounding,28,8321,73,2033
G.Ellis,Oakland,DE,Unsportsmanlike Conduct,45,8321,73,2033
G.Hardy,Carolina,DE,Defensive Offside,53,8321,53,1229
H.Green,N.Y. Jets,DE,Defensive 12 On-field,0,8321,15,2426
H.Green,N.Y. Jets,DE,Personal Foul,15,8321,15,2426
I.Idonije,Chicago,DE,Player Out of Bounds on Kick,0,8321,0,2150
I.Idonije,Chicago,DE,Lowering the Head to Make Forcible Contact,0,8321,0,2150
J.Anderson,Atlanta,DE,Illegal Bat,0,8321,0,2397
J.Babin,Philadelphia,DE,Offensive Pass Interference,40,8321,65,2483
J.Babin,Philadelphia,DE,Illegal Substitution,0,8321,65,2483
J.Babin,Philadelphia,DE,Leverage,0,8321,65,2483
J.Babin,Tennessee,DE,Offside on Free Kick,15,8321,65,2041
J.Babin,Tennessee,DE,Disqualification,10,8321,65,2041
J.Cesaire,San Diego,DE,Illegal Contact,10,8321,10,2124
J.Fanene,Cincinnati,DE,Defensive Delay of Game,0,8321,31,2402
J.Fanene,Cincinnati,DE,Player Out of Bounds on Kick,0,8321,31,2402
J.Fanene,Cincinnati,DE,Unnecessary Roughness,31,8321,31,2402
J.Ford,Tennessee,DE,Lowering the Head to Initiate Contact,0,8321,242,2041
J.Ford,Tennessee,DE,False Start,192,8321,242,2041
J.Ford,Tennessee,DE,Encroachment,50,8321,242,2041
J.Ford,Tennessee,DE,Disqualification,0,8321,242,2041
J.Ford,Tennessee,DE,Illegal Procedure,0,8321,242,2041
J.Hall,St. Louis,DE,Illegal Receiver Pass,0,8321,0,3223
J.Haye,Tennessee,DE,Illegal Kick,0,8321,21,2041
J.Haye,Tennessee,DE,Horse Collar Tackle,19,8321,21,2041
J.Haye,Tennessee,DE,Leverage,2,8321,21,2041
J.Hunter,Detroit,DE,Defensive 12 On-field,5,8321,324,3435
J.Hunter,Detroit,DE,Illegal Wedge,0,8321,324,3435
J.Hunter,Detroit,DE,Defensive Pass Interference,319,8321,324,3435
J.Jarmon,Washington,DE,Player Out of Bounds on Kick,0,8321,0,2620
J.Jolly,Green Bay,DE,Face Mask,0,8321,10,2779
J.Jolly,Green Bay,DE,Taunting,0,8321,10,2779
J.Jolly,Green Bay,DE,Tripping,10,8321,10,2779
J.Jones,Tennessee,DE,False Start,197,8321,257,2041
J.Jones,Tennessee,DE,Defensive 12 On-field,5,8321,257,2041
J.Jones,Tennessee,DE,Personal Foul,25,8321,257,2041
J.Jones,Tennessee,DE,Illegal Shift,10,8321,257,2041
J.Kearse,Tennessee,DE,Offensive Pass Interference,50,8321,50,2041
J.Mincey,Jacksonville,DE,Intentional Grounding,30,8321,30,1152
J.Mitchell,Minnesota,DE,Player Out of Bounds on Kick,0,8321,30,2801
J.Mitchell,Minnesota,DE,Defensive Holding,30,8321,30,2801
J.Moss,Denver,DE,Illegal Touch Kick,0,8321,15,1941
J.Moss,Denver,DE,Face Mask,0,8321,15,1941
J.Moss,Denver,DE,Low Block,15,8321,15,1941
J.Parker,Philadelphia,DE,Offensive Pass Interference,50,8321,243,2483
J.Parker,Philadelphia,DE,False Start,193,8321,243,2483
J.Parker,Philadelphia,DE,Fair Catch Interference,0,8321,243,2483
J.Peppers,Carolina,DE,Kick Catch Interference,0,8321,0,1229
J.Peppers,Carolina,DE,Fair Catch Interference,0,8321,0,1229
J.Peppers,Carolina,DE,Player Out of Bounds on Kick,0,8321,0,1229
J.Pierre-Paul,N.Y. Giants,DE,Invalid Fair Catch Signal,5,8321,25,2567
J.Pierre-Paul,N.Y. Giants,DE,Illegal Contact,20,8321,25,2567
J.Smith,San Francisco,DE,Offensive Pass Interference,47,8321,121,3017
J.Smith,San Francisco,DE,Defensive Holding,25,8321,121,3017
J.Tuck,N.Y. Giants,DE,Invalid Fair Catch Signal,0,8321,0,2567
J.Tuck,N.Y. Giants,DE,Illegal Kick/Kicking Loose Ball,0,8321,0,2567
K.Coleman,Cleveland,DE,Delay of Game,55,8321,55,2490
K.Golston,Washington,DE,Illegal Substitution,10,8321,314,2620
K.Golston,Washington,DE,Offensive Holding,304,8321,314,2620
K.Iwebema,Arizona,DE,Illegal Forward Pass,0,8321,5,2580
K.Iwebema,Arizona,DE,Fair Catch Interference,0,8321,5,2580
K.Iwebema,Arizona,DE,Offensive Offside,5,8321,5,2580
K.Iwebema,Arizona,DE,Leverage,0,8321,5,2580
K.Iwebema,Arizona,DE,Face Mask,0,8321,5,2580
K.Langford,Miami,DE,Unsportsmanlike Conduct,45,8321,109,1485
K.Langford,Miami,DE,Illegal Motion,5,8321,109,1485
K.Langford,Miami,DE,Defensive Offside,59,8321,109,1485
K.Peterson,Denver,DE,Defensive Too Many Men on Field,0,8321,10,1941
K.Peterson,Denver,DE,Offensive Offside,10,8321,10,1941
K.Vanden Bosch,Tennessee,DE,Kickoff Out of Bounds,0,8321,20,2041
K.Vanden Bosch,Tennessee,DE,Face Mask,0,8321,20,2041
K.Vanden Bosch,Tennessee,DE,Offensive Pass Interference,20,8321,20,2041
K.Vanden Bosch,Tennessee,DE,Offside on Free Kick,0,8321,20,2041
L.Cohen,Detroit,DE,Clipping,0,8321,40,3435
L.Cohen,Detroit,DE,Illegal Motion,5,8321,40,3435
L.Cohen,Detroit,DE,Roughing the Kicker,0,8321,40,3435
L.Cohen,Detroit,DE,Illegal Contact,20,8321,40,3435
L.Cohen,Detroit,DE,Clipping,15,8321,40,3435
L.Douzable,Jacksonville,DE,Illegal Use of Hands,31,8321,31,1152
L.English,San Diego,DE,Kickoff Out of Bounds,0,8321,5,2124
L.English,San Diego,DE,Illegal Touch Pass,5,8321,5,2124
L.English,San Diego,DE,Illegal Peelback,0,8321,5,2124
L.Hart,Jacksonville,DE,Illegal Forward Handoff,0,8321,0,1152
L.Jackson,Detroit,DE,Kick Catch Interference,0,8321,0,3435
L.Little,St. Louis,DE,Face Mask (5 Yards),0,8321,0,3223
L.Sidbury,Atlanta,DE,Defensive Holding,50,8321,50,2397
L.Sidbury,Atlanta,DE,Kick Catch Interference,0,8321,50,2397
M.Anderson,Chicago,DE,Delay of Kickoff,0,8321,35,2150
M.Anderson,Chicago,DE,Intentional Grounding,35,8321,35,2150
M.Devito,N.Y. Jets,DE,Roughing the Passer,100,8321,110,2426
M.Devito,N.Y. Jets,DE,Ineligible Downfield Pass,0,8321,110,2426
M.Devito,N.Y. Jets,DE,Illegal Substitution,10,8321,110,2426
M.Johnson,Cincinnati,DE,Player Out of Bounds on Kick,0,8321,446,2402
M.Kiwanuka,N.Y. Giants,DE,Ineligible Downfield Kick,5,8321,75,2567
M.Kiwanuka,N.Y. Giants,DE,Interference with Opportunity to Catch,0,8321,75,2567
M.Kiwanuka,N.Y. Giants,DE,Personal Foul,70,8321,75,2567
M.Kiwanuka,N.Y. Giants,DE,Illegal Kick/Kicking Loose Ball,0,8321,75,2567
M.Roth,Cleveland,DE,Defensive Delay of Game,0,8321,0,2490
M.Stroud,Buffalo,DE,Invalid Fair Catch Signal,0,8321,0,2445
M.Stroud,Buffalo,DE,Illegal Kick/Kicking Loose Ball,0,8321,0,2445
M.Williams,Houston,DE,Delay of Game,50,8321,153,2864
M.Williams,Houston,DE,Disqualification,0,8321,153,2864
N.Eason,Pittsburgh,DE,Chop Block,15,8321,82,2891
N.Eason,Pittsburgh,DE,Unsportsmanlike Conduct,67,8321,82,2891
O.Umenyiora,N.Y. Giants,DE,Illegal Wedge,0,8321,234,2567
O.Umenyiora,N.Y. Giants,DE,Illegal Formation,25,8321,234,2567
O.Umenyiora,N.Y. Giants,DE,False Start,184,8321,234,2567
O.Umenyiora,N.Y. Giants,DE,Low Block,0,8321,234,2567
O.Umenyiora,N.Y. Giants,DE,Defensive Holding,25,8321,234,2567
P.Kerney,Seattle,DE,Kickoff Out of Bounds,0,8321,291,2119
P.Kerney,Seattle,DE,Offensive Holding,235,8321,291,2119
P.Kerney,Seattle,DE,Illegally Kicking Ball,0,8321,291,2119
P.Kerney,Seattle,DE,Intentional Grounding,56,8321,291,2119
P.Merling,Miami,DE,Roughing the Kicker,0,8321,0,1485
R.Ayers,Denver,DE,Offensive Too Many Men on Field,0,8321,5,1941
R.Ayers,Denver,DE,Illegal Substitution,5,8321,5,1941
R.Brock,Indianapolis,DE,Ineligible Downfield Pass,5,8321,5,2374
R.Brock,Indianapolis,DE,Illegally Kicking Ball,0,8321,5,2374
R.Denney,Buffalo,DE,Horse Collar Tackle,15,8321,15,2445
R.Edwards,Minnesota,DE,Low Block,0,8321,559,2801
R.Edwards,Minnesota,DE,Offensive Holding,330,8321,559,2801
R.Edwards,Minnesota,DE,Illegally Kicking Ball,0,8321,559,2801
R.Edwards,Minnesota,DE,Offensive 12 On-field,0,8321,559,2801
R.Edwards,Minnesota,DE,Running Into the Kicker,0,8321,559,2801
R.Edwards,Minnesota,DE,False Start,199,8321,559,2801
R.Edwards,Minnesota,DE,Illegal Peelback,0,8321,559,2801
R.Edwards,Minnesota,DE,Invalid Fair Catch Signal,0,8321,559,2801
R.Geathers,Cincinnati,DE,Face Mask,0,8321,0,2402
R.Geathers,Cincinnati,DE,Running Into the Kicker,0,8321,0,2402
R.Geathers,Cincinnati,DE,Illegal Receiver Pass,0,8321,0,2402
R.Geathers,Cincinnati,DE,Illegal Wedge,0,8321,0,2402
R.McBean,Denver,DE,Illegal Shift,10,8321,10,1941
R.McDonald,San Francisco,DE,Face Mask (15 Yards),120,8321,125,3017
R.McDonald,San Francisco,DE,Chop Block,5,8321,125,3017
R.Smith,Cleveland,DE,Offensive Holding,321,8321,321,2490
R.Smith,Cleveland,DE,Illegal Use of Hands,0,8321,321,2490
R.Torbor,Miami,DE,Clipping,15,8321,15,1485
S.Bowen,Dallas,DE,Illegal Substitution,10,8321,15,3299
S.Bowen,Dallas,DE,Ineligible Downfield Kick,5,8321,15,3299
S.Merriman,San Diego,DE,Illegal Contact,10,8321,105,2124
S.Merriman,San Diego,DE,Face Mask (15 Yards),60,8321,105,2124
S.Merriman,San Diego,DE,Defensive Holding,35,8321,105,2124
S.Merriman,San Diego,DE,Running Into the Kicker,0,8321,105,2124
S.White,Tampa Bay,DE,Delay of Game,10,8321,10,2548
S.White,Tampa Bay,DE,Leverage,0,8321,10,2548
T.Hargrove,New Orleans,DE,Illegal Touch Pass,0,8321,10,2485
T.Hargrove,New Orleans,DE,Kickoff Out of Bounds,0,8321,10,2485
T.Hargrove,New Orleans,DE,Illegal Substitution,10,8321,10,2485
T.Jackson,Kansas City,DE,Defensive Pass Interference,222,8321,547,2002
T.Jackson,Kansas City,DE,Offensive Holding,290,8321,547,2002
T.Johnson,San Diego,DE,Fair Catch Interference,0,8321,27,2124
T.Johnson,San Diego,DE,Illegally Kicking Ball,0,8321,27,2124
T.Kelly,Oakland,DE,Defensive 12 On-field,0,8321,130,2033
T.Kelly,Oakland,DE,Encroachment,20,8321,130,2033
T.Kelly,Oakland,DE,Unnecessary Roughness,105,8321,130,2033
T.Kelly,Oakland,DE,Ineligible Downfield Pass,5,8321,130,2033
T.Kelly,Oakland,DE,Illegal Shift,0,8321,130,2033
T.McBride,Detroit,DE,Illegal Use of Hands,0,8321,15,3435
T.McBride,Detroit,DE,Taunting,15,8321,15,3435
T.Pryce,Baltimore,DE,Face Mask (5 Yards),0,8321,305,2545
T.Pryce,Baltimore,DE,Offensive Holding,290,8321,305,2545
T.Pryce,Baltimore,DE,Defensive Holding,15,8321,305,2545
T.Scott,Oakland,DE,Defensive Pass Interference,385,8321,584,2033
T.Scott,Oakland,DE,False Start,199,8321,584,2033
V.Abiamiri,Philadelphia,DE,Delay of Kickoff,0,8321,0,2483
V.Abiamiri,Philadelphia,DE,Illegal Onside Kick,0,8321,0,2483
V.Adeyanju,St. Louis,DE,Defensive Holding,46,8321,46,3223
V.Holliday,Denver,DE,Ineligible Downfield Kick,5,8321,5,1941
W.Gilberry,Kansas City,DE,Illegal Bat,0,8321,60,2002
W.Gilberry,Kansas City,DE,Offensive Pass Interference,60,8321,60,2002
W.Hayes,Tennessee,DE,Intentional Grounding,10,8321,45,2041
W.Hayes,Tennessee,DE,Illegal Double-Team Block,0,8321,45,2041
W.Hayes,Tennessee,DE,Illegal Block Above the Waist,35,8321,45,2041
W.Hayes,Tennessee,DE,Illegal Kick,0,8321,45,2041
W.Hayes,Tennessee,DE,Lowering the Head to Make Forcible Contact,0,8321,45,2041
W.Smith,New Orleans,DE,Illegal Contact,40,8321,45,2485
W.Smith,New Orleans,DE,Lowering the Head to Make Forcible Contact,0,8321,45,2485
W.Smith,New Orleans,DE,Illegal Motion,5,8321,45,2485
A.Adams,Chicago,DT,Illegal Blindside Block,0,3248,51,2150
A.Adams,Chicago,DT,Illegal Receiver Pass,0,3248,51,2150
A.Adams,Chicago,DT,Offside on Free Kick,0,3248,51,2150
A.Adams,Chicago,DT,Personal Foul,51,3248,51,2150
A.Dixon,Philadelphia,DT,Illegal Block Above the Waist,69,3248,69,2483
A.Ellison,Jacksonville,DT,Illegal Procedure,0,3248,0,1152
A.Fluellen,Detroit,DT,Defensive Holding,41,3248,41,3435
A.Haynesworth,Washington,DT,Offensive Too Many Men on Field,0,3248,228,2620
A.Haynesworth,Washington,DT,Offensive 12 On-field,5,3248,228,2620
A.Haynesworth,Washington,DT,Ineligible Downfield Kick,5,3248,228,2620
A.Haynesworth,Washington,DT,Delay of Kickoff,0,3248,228,2620
A.Haynesworth,Washington,DT,False Start,218,3248,228,2620
A.Johnson,Indianapolis,DT,Illegal Cut,0,3248,0,2374
A.Johnson,Indianapolis,DT,Taunting,0,3248,0,2374
A.Johnson,Indianapolis,DT,Leaping,0,3248,0,2374
A.Okoye,Houston,DT,Defensive Delay of Game,0,3248,113,2864
A.Okoye,Houston,DT,Illegal Formation,10,3248,113,2864
A.Okoye,Houston,DT,Defensive Pass Interference,103,3248,113,2864
B.Mebane,Seattle,DT,Illegal Substitution,0,3248,0,2119
B.Mebane,Seattle,DT,Illegal Onside Kick,0,3248,0,2119
C.Ah You,St. Louis,DT,Clipping,0,3248,0,3223
C.Cole,Seattle,DT,Short Free Kick,0,3248,0,2119
C.Hovan,Tampa Bay,DT,Illegal Motion,0,3248,195,2548
C.Hovan,Tampa Bay,DT,Unnecessary Roughness,195,3248,195,2548
C.Jenkins,Green Bay,DT,Offensive Pass Interference,10,3248,10,2779
C.Ryan,St. Louis,DT,Offensive Offside,0,3248,0,3223
C.Ryan,St. Louis,DT,Offside on Free Kick,0,3248,0,3223
C.Ryan,St. Louis,DT,Illegal Peelback,0,3248,0,3223
C.Williams,Cleveland,DT,Face Mask (5 Yards),0,3248,278,2490
C.Williams,Cleveland,DT,Illegal Blindside Block,0,3248,278,2490
C.Williams,Detroit,DT,Clipping,0,3248,278,3435
C.Williams,Detroit,DT,False Start,213,3248,278,3435
D.Dockett,Arizona,DT,Short Free Kick,0,3248,0,2580
D.Dockett,Arizona,DT,Face Mask (5 Yards),0,3248,0,2580
D.Dockett,Arizona,DT,Defensive Too Many Men on Field,0,3248,0,2580
D.Edwards,Baltimore,DT,Intentional Grounding,23,3248,23,2545
D.Landri,Carolina,DT,Illegal Bat,0,3248,0,1229
D.Lewis,Carolina,DT,Defensive 12 On-field,10,3248,100,1229
D.Lewis,Carolina,DT,Player Out of Bounds on Punt,0,3248,100,1229
D.Lewis,Carolina,DT,Defensive Too Many Men on Field,0,3248,100,1229
D.Lewis,Carolina,DT,Illegal Receiver Pass,0,3248,100,1229
D.Muir,Indianapolis,DT,Fair Catch Interference,0,3248,0,2374
D.Scott,St. Louis,DT,Illegal Formation,5,3248,5,3223
De.Robinson,Houston,DT,Offensive Pass Interference,20,3248,20,2864
De.Robinson,Houston,DT,Offensive Too Many Men on Field,0,3248,20,2864
E.Foster,Indianapolis,DT,Illegal Kick/Kicking Loose Ball,0,3248,63,2374
E.Foster,Indianapolis,DT,Defensive Holding,35,3248,63,2374
E.Foster,Indianapolis,DT,Delay of Game,28,3248,63,2374
E.Foster,Indianapolis,DT,Face Mask (5 Yards),0,3248,63,2374
F.Evans,Minnesota,DT,Offensive Offside,0,3248,75,2801
F.Evans,Minnesota,DT,Running Into the Kicker,0,3248,75,2801
F.Evans,Minnesota,DT,Defensive Pass Interference,75,3248,75,2801
F.Robbins,N.Y. Giants,DT,Player Out of Bounds on Kick,0,3248,98,2567
F.Robbins,N.Y. Giants,DT,Roughing the Passer,14,3248,98,2567
F.Robbins,N.Y. Giants,DT,Unsportsmanlike Conduct,64,3248,98,2567
F.Robbins,N.Y. Giants,DT,Offensive Pass Interference,20,3248,98,2567
F.Robbins,St. Louis,DT,Kick Catch Interference,0,3248,98,3223
F.Robbins,St. Louis,DT,Illegal Touch Kick,0,3248,98,3223
G.Warren,Oakland,DT,Illegally Kicking Ball,0,3248,0,2033
G.Warren,Oakland,DT,Illegal Motion,0,3248,0,2033
G.Warren,Oakland,DT,Defensive Delay of Game,0,3248,0,2033
G.Warren,Oakland,DT,Illegal Crackback,0,3248,0,2033
H.Melton,Chicago,DT,Leaping,0,3248,0,2150
H.Ngata,Baltimore,DT,Illegal Crackback,0,3248,45,2545
H.Ngata,Baltimore,DT,Player Out of Bounds on Kick,0,3248,45,2545
H.Ngata,Baltimore,DT,Ineligible Downfield Kick,0,3248,45,2545
H.Ngata,Baltimore,DT,Personal Foul,45,3248,45,2545
I.Olshansky,Dallas,DT,Personal Foul,53,3248,65,3299
I.Olshansky,Dallas,DT,Lowering the Head to Make Forcible Contact,0,3248,65,3299
I.Olshansky,Dallas,DT,Fair Catch Interference,12,3248,65,3299
J.Babineaux,Atlanta,DT,Illegal Cut,0,3248,43,2397
J.Babineaux,Atlanta,DT,Neutral Zone Infraction,25,3248,43,2397
J.Bannan,Denver,DT,Face Mask (15 Yards),150,3248,150,1941
J.Kennedy,Minnesota,DT,Roughing the Kicker,0,3248,0,2801
J.Kennedy,Minnesota,DT,Illegal Touch Pass,0,3248,0,2801
J.Ratliff,Dallas,DT,Illegally Kicking Ball,0,3248,328,3299
J.Ratliff,Dallas,DT,Illegal Use of Hands,5,3248,328,3299
J.Ratliff,Dallas,DT,Kickoff Out of Bounds,0,3248,328,3299
J.Ratliff,Dallas,DT,Illegal Formation,10,3248,328,3299
J.Ratliff,Dallas,DT,Defensive Offside,48,3248,328,3299
J.Ratliff,Dallas,DT,Illegal Forward Pass,0,3248,328,3299
J.Ratliff,Dallas,DT,Defensive Pass Interference,265,3248,328,3299
J.Wynn,Green Bay,DT,Illegal Motion,10,3248,10,2779
J.Zgonina,Houston,DT,Clipping,0,3248,0,2864
K.Vickerson,Tennessee,DT,Interference with Opportunity to Catch,0,3248,43,2041
K.Vickerson,Tennessee,DT,Intentional Grounding,23,3248,43,2041
K.Vickerson,Tennessee,DT,Ineligible Downfield Kick,20,3248,43,2041
K.Williams,Buffalo,DT,Face Mask (15 Yards),42,3248,179,2445
K.Williams,Minnesota,DT,Illegal Crackback,15,3248,179,2801
K.Williams,Minnesota,DT,Defensive Holding,30,3248,179,2801
K.Williams,Minnesota,DT,Horse Collar Tackle,15,3248,179,2801
K.Williams,Minnesota,DT,Chop Block,22,3248,179,2801
K.Williams,Minnesota,DT,Illegal Wedge,0,3248,179,2801
K.Williams,Minnesota,DT,Offensive 12 On-field,0,3248,179,2801
K.Williams,Minnesota,DT,Fair Catch Interference,0,3248,179,2801
K.Williams,Minnesota,DT,Defensive 12 On-field,15,3248,179,2801
L.Leonard,Carolina,DT,Illegal Peelback,0,3248,0,1229
L.Ramsey,St. Louis,DT,Disqualification,0,3248,66,3223
L.Ramsey,St. Louis,DT,Defensive Offside,66,3248,66,3223
M.Douglas,N.Y. Jets,DT,Unnecessary Roughness,66,3248,66,2426
M.Montgomery,Green Bay,DT,Neutral Zone Infraction,9,3248,14,2779
M.Montgomery,Green Bay,DT,Player Out of Bounds on Punt,5,3248,14,2779
M.Patterson,Philadelphia,DT,Face Mask (5 Yards),0,3248,0,2483
M.Thomas,Denver,DT,Illegal Wedge,0,3248,93,1941
M.Wright,New England,DT,Clipping,0,3248,0,1521
M.Wright,New England,DT,Illegal Double-Team Block,0,3248,0,1521
N.Hayden,Carolina,DT,Illegally Kicking Ball,0,3248,0,1229
N.Suh,Detroit,DT,Illegal Forward Pass,5,3248,5,3435
O.Harris,Cincinnati,DT,Defensive Offside,20,3248,20,2402
O.Nwagbuo,San Diego,DT,Kickoff Out of Bounds,0,3248,0,2124
O.Nwagbuo,San Diego,DT,Illegal Crackback,0,3248,0,2124
P.Jerry,Atlanta,DT,Illegally Kicking Ball,0,3248,0,2397
P.Sims,Cincinnati,DT,Illegal Kick/Kicking Loose Ball,0,3248,5,2402
P.Sims,Cincinnati,DT,Illegal Blindside Block,0,3248,5,2402
P.Sims,Cincinnati,DT,Defensive 12 On-field,5,3248,5,2402
P.Sims,Cincinnati,DT,Interference with Opportunity to Catch,0,3248,5,2402
P.Sims,Cincinnati,DT,Leaping,0,3248,5,2402
P.Soliai,Miami,DT,Illegal Motion,0,3248,0,1485
P.Soliai,Miami,DT,Illegal Kick,0,3248,0,1485
P.Soliai,Miami,DT,Illegally Kicking Ball,0,3248,0,1485
P.Williams,Minnesota,DT,Defensive Too Many Men on Field,0,3248,5,2801
P.Williams,Minnesota,DT,Illegal Double-Team Block,0,3248,5,2801
P.Williams,Minnesota,DT,Illegal Touch Pass,5,3248,5,2801
R.Bernard,N.Y. Giants,DT,Offensive Pass Interference,36,3248,36,2567
R.Bernard,N.Y. Giants,DT,Face Mask,0,3248,36,2567
R.Brace,New England,DT,Illegal Use of Hands,41,3248,41,1521
R.Bryant,Seattle,DT,Illegal Receiver Pass,0,3248,0,2119
R.Edwards,Kansas City,DT,Delay of Game,30,3248,559,2002
R.Edwards,Kansas City,DT,Illegal Double-Team Block,0,3248,559,2002
R.Fields,Denver,DT,Illegal Motion,5,3248,77,1941
R.Fields,Denver,DT,Intentional Grounding,45,3248,77,1941
R.Fields,Denver,DT,Defensive Holding,27,3248,77,1941
R.Fields,Denver,DT,Leaping,0,3248,77,1941
R.Miller,Tampa Bay,DT,Offside on Free Kick,5,3248,46,2548
R.Miller,Tampa Bay,DT,Leaping,0,3248,46,2548
R.Miller,Tampa Bay,DT,Delay of Game,41,3248,46,2548
R.Seymour,Oakland,DT,Invalid Fair Catch Signal,5,3248,5,2033
R.Seymour,Oakland,DT,Illegal Kick/Kicking Loose Ball,0,3248,5,2033
R.Seymour,Oakland,DT,Offensive Too Many Men on Field,0,3248,5,2033
R.Seymour,Oakland,DT,Short Free Kick,0,3248,5,2033
R.Seymour,Oakland,DT,Illegal Receiver Pass,0,3248,5,2033
R.Seymour,Oakland,DT,Taunting,0,3248,5,2033
S.Ellis,New Orleans,DT,Kick Catch Interference,0,3248,0,2485
S.Johnson,Buffalo,DT,False Start,203,3248,616,2445
S.Johnson,Buffalo,DT,Offside on Free Kick,10,3248,616,2445
S.Marks,Tennessee,DT,Unsportsmanlike Conduct,75,3248,75,2041
S.Rogers,Cleveland,DT,Illegal Formation,25,3248,144,2490
S.Rogers,Cleveland,DT,Low Block,0,3248,144,2490
S.Rogers,Cleveland,DT,Illegal Block Above the Waist,54,3248,144,2490
S.Rogers,Cleveland,DT,Defensive Offside,65,3248,144,2490
S.Rogers,Cleveland,DT,Defensive Delay of Game,0,3248,144,2490
S.Rogers,Cleveland,DT,Short Free Kick,0,3248,144,2490
S.Rogers,Cleveland,DT,Illegal Onside Kick,0,3248,144,2490
T.Brayton,Carolina,DT,Illegal Kick,0,3248,25,1229
T.Brayton,Carolina,DT,Illegal Contact,25,3248,25,1229
T.Brayton,Carolina,DT,Illegal Wedge,0,3248,25,1229
T.Brayton,Carolina,DT,Kickoff Out of Bounds,0,3248,25,1229
T.Brayton,Carolina,DT,Leaping,0,3248,25,1229
T.Brown,Tennessee,DT,Tripping,10,3248,79,2041
T.Brown,Tennessee,DT,Offensive Too Many Men on Field,0,3248,79,2041
T.Brown,Tennessee,DT,Clipping,0,3248,79,2041
T.Brown,Tennessee,DT,Illegal Contact,9,3248,79,2041
T.Brown,Tennessee,DT,Illegal Kick,0,3248,79,2041
T.Brown,Tennessee,DT,Illegal Touch Pass,0,3248,79,2041
T.Brown,Tennessee,DT,Illegal Wedge,0,3248,79,2041
T.Brown,Tennessee,DT,Kick Catch Interference,0,3248,79,2041
T.Brown,Tennessee,DT,Defensive Too Many Men on Field,0,3248,79,2041
T.Bulman,Houston,DT,Horse Collar Tackle,15,3248,15,2864
T.Bulman,Houston,DT,Defensive Delay of Game,0,3248,15,2864
T.Harris,Chicago,DT,Disqualification,0,3248,209,2150
T.Harris,Chicago,DT,Face Mask (15 Yards),123,3248,209,2150
T.Harris,Chicago,DT,Leverage,0,3248,209,2150
T.Harris,Chicago,DT,Unnecessary Roughness,86,3248,209,2150
T.Johnson,Atlanta,DT,Illegal Onside Kick,0,3248,27,2397
T.Johnson,Cincinnati,DT,Neutral Zone Infraction,27,3248,27,2402
T.Johnson,Cincinnati,DT,Illegal Wedge,0,3248,27,2402
T.Johnson,Cincinnati,DT,Offensive 12 On-field,0,3248,27,2402
T.Knighton,Jacksonville,DT,Lowering the Head to Make Forcible Contact,0,3248,5,1152
T.Knighton,Jacksonville,DT,Invalid Fair Catch Signal,5,3248,5,1152
T.Laws,Philadelphia,DT,Disqualification,0,3248,0,2483
T.McDaniel,Miami,DT,Offensive 12 On-field,0,3248,5,1485
T.McDaniel,Miami,DT,Illegal Motion,5,3248,5,1485
T.McDaniel,Miami,DT,Illegal Double-Team Block,0,3248,5,1485
T.Tyler,Kansas City,DT,Illegal Touch Pass,0,3248,0,2002
T.Tyler,Kansas City,DT,Illegal Procedure,0,3248,0,2002
T.Warren,New England,DT,Illegal Touch Pass,0,3248,0,1521
W.Joseph,Oakland,DT,Roughing the Passer,76,3248,76,2033
A.Hall,Tennessee,FB,Face Mask (5 Yards),0,1308,73,2041
A.Hall,Tennessee,FB,Illegal Bat,0,1308,73,2041
A.Hall,Tennessee,FB,Illegal Crackback,0,1308,73,2041
B.Askew,Tampa Bay,FB,Illegal Kick,0,1308,0,2548
C.McIntyre,Buffalo,FB,Delay of Game,60,1308,97,2445
C.McIntyre,Buffalo,FB,Roughing the Passer,37,1308,97,2445
C.McIntyre,Buffalo,FB,Ineligible Downfield Pass,0,1308,97,2445
D.Anderson,Dallas,FB,Offensive Too Many Men on Field,0,1308,30,3299
D.Anderson,Dallas,FB,Illegal Crackback,15,1308,30,3299
D.Kreider,Arizona,FB,Illegal Touch Kick,0,1308,0,2580
H.Evans,New Orleans,FB,Illegal Contact,50,1308,50,2485
J.Johnson,Cincinnati,FB,Roughing the Kicker,0,1308,45,2402
J.Kuhn,Green Bay,FB,Low Block,12,1308,27,2779
J.Kuhn,Green Bay,FB,Horse Collar Tackle,15,1308,27,2779
J.Nordin,Detroit,FB,Illegally Kicking Ball,0,1308,0,3435
J.Nordin,Detroit,FB,Tripping,0,1308,0,3435
J.Snelling,Atlanta,FB,Taunting,0,1308,0,2397
J.Snelling,Atlanta,FB,Defensive Too Many Men on Field,0,1308,0,2397
K.Houser,Seattle,FB,Leaping,0,1308,0,2119
L.Hilliard,Miami,FB,Personal Foul,45,1308,45,1485
L.Lawton,Oakland,FB,Illegal Forward Pass,5,1308,5,2033
