name,team,pos,penalty_name,penalty_yards,total_penalty_yards_by_position,total_penalty_yards_by_player,total_penalty_yards_by_team
A.Gurode,Dallas,C,Defensive Pass Interference,220,3821,456,3299
A.Gurode,Dallas,C,Face Mask (15 Yards),35,3821,456,3299
A.Gurode,Dallas,C,Disqualification,15,3821,456,3299
A.Gurode,Dallas,C,Defensive Pass Interference,186,3821,456,3299
A.Gurode,Dallas,C,Kick Catch Interference,0,3821,456,3299
A.Gurode,Dallas,C,Illegal Receiver Pass,0,3821,456,3299
A.Gurode,Dallas,C,Invalid Fair Catch Signal,0,3821,456,3299
A.Mack,Cleveland,C,Player Out of Bounds on Kick,0,3821,0,2490
A.Mack,Cleveland,C,Illegally Kicking Ball,0,3821,0,2490
B.Meester,Jacksonville,C,Personal Foul,33,3821,38,1152
B.Meester,Jacksonville,C,Illegal Touch Pass,5,3821,38,1152
B.Meester,Jacksonville,C,Offensive Too Many Men on Field,0,3821,38,1152
C.Chester,Baltimore,C,Illegal Touch Kick,10,3821,10,2545
C.Chester,Baltimore,C,Low Block,0,3821,10,2545
C.Chester,Baltimore,C,Face Mask (5 Yards),0,3821,10,2545
C.Chester,Baltimore,C,Illegal Forward Handoff,0,3821,10,2545
C.Morris,Oakland,C,Illegal Forward Pass,5,3821,108,2033
C.Morris,Oakland,C,Neutral Zone Infraction,53,3821,108,2033
C.Morris,Oakland,C,Defensive Offside,35,3821,108,2033
C.Morris,Oakland,C,Defensive Delay of Game,5,3821,108,2033
C.Morris,Oakland,C,Illegal Formation,10,3821,108,2033
C.Myers,Houston,C,Illegal Touch Kick,0,3821,0,2864
C.Rabach,Washington,C,Defensive Pass Interference,180,3821,475,2620
C.Rabach,Washington,C,Short Free Kick,0,3821,475,2620
C.Rabach,Washington,C,Illegal Forward Handoff,0,3821,475,2620
C.Rabach,Washington,C,False Start,280,3821,475,2620
C.Rabach,Washington,C,Player Out of Bounds on Punt,15,3821,475,2620
C.Spencer,Seattle,C,Offensive Offside,0,3821,247,2119
C.Spencer,Seattle,C,Leverage,0,3821,247,2119
C.Spencer,Seattle,C,Horse Collar Tackle,24,3821,247,2119
C.Spencer,Seattle,C,Defensive Pass Interference,166,3821,247,2119
C.Spencer,Seattle,C,Intentional Grounding,57,3821,247,2119
C.White,Houston,C,Offensive Pass Interference,40,3821,161,2864
C.White,Houston,C,Face Mask (15 Yards),81,3821,161,2864
C.White,Houston,C,Face Mask (5 Yards),0,3821,161,2864
C.White,Houston,C,Illegal Block Above the Waist,40,3821,161,2864
C.Wiegmann,Denver,C,Running Into the Kicker,5,3821,30,1941
C.Wiegmann,Denver,C,Player Out of Bounds on Punt,10,3821,30,1941
C.Wiegmann,Denver,C,Illegal Double-Team Block,0,3821,30,1941
C.Wiegmann,Denver,C,Roughing the Kicker,0,3821,30,1941
C.Wiegmann,Kansas City,C,Defensive 12 On-field,15,3821,30,2002
D.Baas,San Francisco,C,Offensive Holding,336,3821,336,3017
D.Baas,San Francisco,C,Taunting,0,3821,336,3017
D.Baas,San Francisco,C,Interference with Opportunity to Catch,0,3821,336,3017
D.Koppen,New England,C,Fair Catch Interference,15,3821,15,1521
D.Koppen,New England,C,Kick Catch Interference,0,3821,15,1521
D.Koppen,New England,C,Chop Block,0,3821,15,1521
D.Koppen,New England,C,Illegal Cut,0,3821,15,1521
D.Koppen,New England,C,Delay of Kickoff,0,3821,15,1521
D.Koppen,New England,C,Illegal Crackback,0,3821,15,1521
D.Raiola,Detroit,C,Illegal Bat,0,3821,40,3435
D.Raiola,Detroit,C,Low Block,0,3821,40,3435
D.Raiola,Detroit,C,Encroachment,15,3821,40,3435
D.Raiola,Detroit,C,Illegal Forward Handoff,0,3821,40,3435
D.Raiola,Detroit,C,Defensive Too Many Men on Field,0,3821,40,3435
D.Raiola,Detroit,C,Defensive Holding,25,3821,40,3435
D.Raiola,Detroit,C,Face Mask,0,3821,40,3435
E.Amano,Tennessee,C,Disqualification,0,3821,63,2041
E.Amano,Tennessee,C,Illegal Substitution,5,3821,63,2041
E.Amano,Tennessee,C,Delay of Game,31,3821,63,2041
E.Amano,Tennessee,C,Illegal Forward Pass,5,3821,63,2041
E.Amano,Tennessee,C,Intentional Grounding,22,3821,63,2041
E.Amano,Tennessee,C,Interference with Opportunity to Catch,0,3821,63,2041
E.Amano,Tennessee,C,Tripping,0,3821,63,2041
E.Dietrich-Smith,Green Bay,C,Defensive Too Many Men on Field,0,3821,0,2779
E.Dietrich-Smith,Green Bay,C,Offensive Offside,0,3821,0,2779
E.Dietrich-Smith,Green Bay,C,Kickoff Out of Bounds,0,3821,0,2779
E.Heitmann,San Francisco,C,Defensive 12 On-field,15,3821,15,3017
E.Heitmann,San Francisco,C,Illegal Touch Kick,0,3821,15,3017
E.Wood,Buffalo,C,Face Mask,0,3821,135,2445
E.Wood,Buffalo,C,Illegal Double-Team Block,0,3821,135,2445
E.Wood,Buffalo,C,Illegal Touch Pass,5,3821,135,2445
E.Wood,Buffalo,C,Leaping,0,3821,135,2445
E.Wood,Buffalo,C,Defensive Pass Interference,130,3821,135,2445
H.Fraley,Cleveland,C,Illegal Procedure,0,3821,0,2490
J.Berger,Miami,C,Ineligible Downfield Pass,0,3821,0,1485
J.Brown,St. Louis,C,Illegal Contact,33,3821,121,3223
J.Brown,St. Louis,C,Player Out of Bounds on Punt,5,3821,121,3223
J.Brown,St. Louis,C,Illegal Blindside Block,10,3821,121,3223
J.Brown,St. Louis,C,Unsportsmanlike Conduct,30,3821,121,3223
J.Faine,Tampa Bay,C,Clipping,0,3821,10,2548
J.Faine,Tampa Bay,C,Ineligible Downfield Pass,10,3821,10,2548
J.Goodwin,New Orleans,C,Intentional Grounding,20,3821,20,2485
J.Goodwin,New Orleans,C,Offensive 12 On-field,0,3821,20,2485
J.Grove,Miami,C,Illegal Shift,0,3821,10,1485
J.Grove,Miami,C,Fair Catch Interference,0,3821,10,1485
J.Grove,Miami,C,Illegal Substitution,10,3821,10,1485
J.Hartwig,Pittsburgh,C,Illegal Shift,15,3821,20,2891
J.Hartwig,Pittsburgh,C,Chop Block,0,3821,20,2891
J.Hartwig,Pittsburgh,C,Player Out of Bounds on Punt,5,3821,20,2891
J.Jackson,Philadelphia,C,Defensive Holding,36,3821,36,2483
J.Richard,Indianapolis,C,Defensive Offside,73,3821,78,2374
J.Richard,Indianapolis,C,Leaping,5,3821,78,2374
J.Saturday,Indianapolis,C,Offensive Holding,246,3821,252,2374
J.Saturday,Indianapolis,C,Kickoff Out of Bounds,0,3821,252,2374
J.Saturday,Indianapolis,C,Illegal Wedge,6,3821,252,2374
J.Saturday,Indianapolis,C,Illegal Wedge,0,3821,252,2374
J.Saturday,Indianapolis,C,Illegal Forward Handoff,0,3821,252,2374
J.Spitz,Green Bay,C,Fair Catch Interference,0,3821,0,2779
J.Sullivan,Minnesota,C,Roughing the Passer,58,3821,58,2801
J.Sullivan,Minnesota,C,Lowering the Head to Initiate Contact,0,3821,58,2801
J.Walton,Denver,C,Player Out of Bounds on Punt,0,3821,0,1941
J.Zuttah,Tampa Bay,C,False Start,185,3821,198,2548
J.Zuttah,Tampa Bay,C,Tripping,8,3821,198,2548
J.Zuttah,Tampa Bay,C,Player Out of Bounds on Punt,5,3821,198,2548
J.Zuttah,Tampa Bay,C,Disqualification,0,3821,198,2548
J.Zuttah,Tampa Bay,C,Invalid Fair Catch Signal,0,3821,198,2548
K.Cook,Cincinnati,C,Player Out of Bounds on Kick,0,3821,57,2402
K.Cook,Cincinnati,C,Personal Foul,38,3821,57,2402
K.Cook,Cincinnati,C,Lowering the Head to Make Forcible Contact,0,3821,57,2402
K.Cook,Cincinnati,C,Tripping,19,3821,57,2402
K.DeVan,Indianapolis,C,Illegal Forward Handoff,0,3821,0,2374
K.DeVan,Indianapolis,C,Illegal Blindside Block,0,3821,0,2374
K.Lichtensteiger,Washington,C,Illegal Bat,0,3821,0,2620
K.Mawae,Tennessee,C,Fair Catch Interference,15,3821,15,2041
K.Mawae,Tennessee,C,Lowering the Head to Make Forcible Contact,0,3821,15,2041
K.Mawae,Tennessee,C,Delay of Kickoff,0,3821,15,2041
K.Mawae,Tennessee,C,Face Mask (5 Yards),0,3821,15,2041
L.Harris,Tennessee,C,Ineligible Downfield Pass,5,3821,5,2041
L.Sendlein,Arizona,C,Player Out of Bounds on Kick,0,3821,0,2580
L.Sendlein,Arizona,C,Illegal Touch Pass,0,3821,0,2580
L.Sendlein,Arizona,C,Invalid Fair Catch Signal,0,3821,0,2580
L.Sendlein,Arizona,C,Offside on Free Kick,0,3821,0,2580
M.Birk,Baltimore,C,Lowering the Head to Initiate Contact,0,3821,0,2545
M.Birk,Baltimore,C,Illegal Procedure,0,3821,0,2545
M.Birk,Baltimore,C,Taunting,0,3821,0,2545
M.Unger,Seattle,C,Face Mask,0,3821,10,2119
M.Unger,Seattle,C,Defensive Too Many Men on Field,0,3821,10,2119
M.Unger,Seattle,C,Ineligible Downfield Kick,10,3821,10,2119
M.Unger,Seattle,C,Illegal Double-Team Block,0,3821,10,2119
M.Unger,Seattle,C,Illegally Kicking Ball,0,3821,10,2119
N.Mangold,N.Y. Jets,C,Illegal Wedge,0,3821,109,2426
N.Mangold,N.Y. Jets,C,Roughing the Passer,109,3821,109,2426
O.Kreutz,Chicago,C,Defensive Offside,20,3821,40,2150
O.Kreutz,Chicago,C,Illegal Forward Pass,0,3821,40,2150
O.Kreutz,Chicago,C,Low Block,0,3821,40,2150
O.Kreutz,Chicago,C,Illegal Double-Team Block,0,3821,40,2150
O.Kreutz,Chicago,C,Illegal Contact,10,3821,40,2150
O.Kreutz,Chicago,C,Illegal Blindside Block,10,3821,40,2150
O.Kreutz,Chicago,C,Illegal Substitution,0,3821,40,2150
R.Cook,Minnesota,C,Delay of Game,35,3821,35,2801
R.Cook,Minnesota,C,Face Mask (5 Yards),0,3821,35,2801
R.Garza,Chicago,C,Illegal Onside Kick,5,3821,28,2150
R.Garza,Chicago,C,Lowering the Head to Initiate Contact,0,3821,28,2150
R.Garza,Chicago,C,Offensive 12 On-field,0,3821,28,2150
R.Garza,Chicago,C,Intentional Grounding,23,3821,28,2150
R.Garza,Chicago,C,Delay of Kickoff,0,3821,28,2150
R.Hochstein,Denver,C,Illegal Onside Kick,0,3821,0,1941
R.Hochstein,Denver,C,Invalid Fair Catch Signal,0,3821,0,1941
R.Incognito,Buffalo,C,Illegal Crackback,15,3821,145,2445
R.Incognito,Buffalo,C,Short Free Kick,0,3821,145,2445
R.Incognito,Miami,C,Defensive Offside,40,3821,145,1485
R.Incognito,St. Louis,C,Defensive Delay of Game,5,3821,145,3223
R.Incognito,St. Louis,C,Illegal Forward Pass,0,3821,145,3223
R.Incognito,St. Louis,C,Roughing the Passer,80,3821,145,3223
R.Incognito,St. Louis,C,Defensive 12 On-field,5,3821,145,3223
R.Kalil,Carolina,C,Clipping,0,3821,281,1229
R.Kalil,Carolina,C,Defensive Pass Interference,266,3821,281,1229
R.Kalil,Carolina,C,Defensive Delay of Game,10,3821,281,1229
R.Kalil,Carolina,C,Illegal Bat,0,3821,281,1229
R.Kalil,Carolina,C,Player Out of Bounds on Punt,5,3821,281,1229
R.Niswanger,Kansas City,C,Lowering the Head to Make Forcible Contact,0,3821,40,2002
R.Niswanger,Kansas City,C,Leverage,10,3821,40,2002
R.Niswanger,Kansas City,C,Ineligible Downfield Kick,5,3821,40,2002
R.Niswanger,Kansas City,C,Tripping,25,3821,40,2002
R.Niswanger,Kansas City,C,Roughing the Kicker,0,3821,40,2002
S.O'Hara,N.Y. Giants,C,Neutral Zone Infraction,29,3821,29,2567
S.O'Hara,N.Y. Giants,C,Offensive 12 On-field,0,3821,29,2567
S.O'Hara,N.Y. Giants,C,Offensive Offside,0,3821,29,2567
S.Satele,Oakland,C,Illegal Forward Pass,0,3821,0,2033
S.Satele,Oakland,C,Delay of Kickoff,0,3821,0,2033
S.Satele,Oakland,C,Kickoff Out of Bounds,0,3821,0,2033
S.Satele,Oakland,C,Short Free Kick,0,3821,0,2033
S.Wells,Green Bay,C,Illegal Double-Team Block,0,3821,56,2779
S.Wells,Green Bay,C,Face Mask (15 Yards),46,3821,56,2779
S.Wells,Green Bay,C,Neutral Zone Infraction,10,3821,56,2779
S.Wells,Green Bay,C,Illegal Forward Handoff,0,3821,56,2779
T.McClure,Atlanta,C,Invalid Fair Catch Signal,0,3821,0,2397
T.McClure,Atlanta,C,Lowering the Head to Make Forcible Contact,0,3821,0,2397
T.McClure,Atlanta,C,Offensive Offside,0,3821,0,2397
W.Montgomery,Washington,C,Neutral Zone Infraction,15,3821,82,2620
W.Montgomery,Washington,C,Invalid Fair Catch Signal,0,3821,82,2620
W.Montgomery,Washington,C,Unsportsmanlike Conduct,67,3821,82,2620
A.Allen,Minnesota,CB,Kickoff Out of Bounds,0,2902,10,2801
A.Allen,Minnesota,CB,Defensive Holding,10,2902,10,2801
A.Cason,San Diego,CB,Illegal Use of Hands,10,2902,10,2124
A.Goodman,Denver,CB,Defensive 12 On-field,15,2902,15,1941
A.Goodman,Denver,CB,Invalid Fair Catch Signal,0,2902,15,1941
A.Goodman,Denver,CB,Horse Collar Tackle,0,2902,15,1941
A.Goodman,Denver,CB,Taunting,0,2902,15,1941
A.Goodman,Denver,CB,Face Mask (5 Yards),0,2902,15,1941
A.Harris,Green Bay,CB,Face Mask,0,2902,204,2779
A.Harris,Green Bay,CB,False Start,204,2902,204,2779
A.Harris,Green Bay,CB,Interference with Opportunity to Catch,0,2902,204,2779
A.Harris,Green Bay,CB,Leverage,0,2902,204,2779
A.Henry,Detroit,CB,Illegal Forward Pass,0,2902,0,3435
A.Samuel,Philadelphia,CB,Offensive Offside,5,2902,85,2483
A.Samuel,Philadelphia,CB,Illegal Receiver Pass,0,2902,85,2483
A.Samuel,Philadelphia,CB,Unsportsmanlike Conduct,80,2902,85,2483
A.Samuel,Philadelphia,CB,Illegal Onside Kick,0,2902,85,2483
A.Samuel,Philadelphia,CB,Offensive Offside,0,2902,85,2483
A.Smith,Denver,CB,Fair Catch Interference,0,2902,686,1941
A.Talib,Tampa Bay,CB,Offensive 12 On-field,0,2902,40,2548
A.Talib,Tampa Bay,CB,Illegal Touch Kick,0,2902,40,2548
A.Talib,Tampa Bay,CB,Clipping,30,2902,40,2548
A.Talib,Tampa Bay,CB,Illegal Blindside Block,0,2902,40,2548
A.Talib,Tampa Bay,CB,Neutral Zone Infraction,10,2902,40,2548
A.Youboty,Buffalo,CB,Tripping,10,2902,15,2445
A.Youboty,Buffalo,CB,Illegal Shift,5,2902,15,2445
B.Carr,Kansas City,CB,Illegally Kicking Ball,0,2902,27,2002
B.Carr,Kansas City,CB,Intentional Grounding,27,2902,27,2002
B.Carr,Kansas City,CB,Illegal Forward Handoff,0,2902,27,2002
B.Carr,Kansas City,CB,Face Mask,0,2902,27,2002
B.Carr,Kansas City,CB,Offside on Free Kick,0,2902,27,2002
B.Flowers,Kansas City,CB,Taunting,0,2902,0,2002
B.Flowers,Kansas City,CB,Defensive Delay of Game,0,2902,0,2002
B.Flowers,Kansas City,CB,Offensive Offside,0,2902,0,2002
B.Grimes,Atlanta,CB,Illegal Formation,10,2902,91,2397
B.Grimes,Atlanta,CB,Illegal Cut,0,2902,91,2397
B.Grimes,Atlanta,CB,Personal Foul,71,2902,91,2397
B.Grimes,Atlanta,CB,Defensive 12 On-field,10,2902,91,2397
B.McFadden,Arizona,CB,Illegal Forward Pass,0,2902,0,2580
B.Sapp,Miami,CB,Defensive 12 On-field,0,2902,50,1485
B.Sapp,Minnesota,CB,Offensive Pass Interference,50,2902,50,2801
B.Sapp,Minnesota,CB,Ineligible Downfield Kick,0,2902,50,2801
B.Sapp,Minnesota,CB,Offensive Too Many Men on Field,0,2902,50,2801
C.Bailey,Denver,CB,Kick Catch Interference,0,2902,77,1941
C.Bailey,Denver,CB,Face Mask (15 Yards),77,2902,77,1941
C.Finnegan,Tennessee,CB,Illegal Touch Pass,0,2902,40,2041
C.Finnegan,Tennessee,CB,Lowering the Head to Initiate Contact,0,2902,40,2041
C.Finnegan,Tennessee,CB,Ineligible Downfield Pass,0,2902,40,2041
C.Finnegan,Tennessee,CB,Illegal Forward Handoff,0,2902,40,2041
C.Finnegan,Tennessee,CB,Offensive 12 On-field,5,2902,40,2041
C.Finnegan,Tennessee,CB,Offside on Free Kick,5,2902,40,2041
C.Finnegan,Tennessee,CB,Illegal Procedure,0,2902,40,2041
C.Finnegan,Tennessee,CB,Offensive Pass Interference,30,2902,40,2041
C.Gamble,Carolina,CB,Illegal Shift,5,2902,5,1229
C.Gamble,Carolina,CB,Illegal Receiver Pass,0,2902,5,1229
C.Gamble,Carolina,CB,Illegal Kick/Kicking Loose Ball,0,2902,5,1229
C.Gamble,Carolina,CB,Low Block,0,2902,5,1229
C.Graham,Chicago,CB,Offensive Offside,5,2902,5,2150
C.Graham,Chicago,CB,Player Out of Bounds on Punt,0,2902,5,2150
C.Graham,Chicago,CB,Player Out of Bounds on Kick,0,2902,5,2150
C.Graham,Chicago,CB,Illegal Shift,0,2902,5,2150
C.Griffin,Minnesota,CB,Illegal Receiver Pass,0,2902,115,2801
C.Griffin,Minnesota,CB,Illegal Forward Handoff,0,2902,115,2801
C.Griffin,Minnesota,CB,Chop Block,26,2902,115,2801
C.Griffin,Minnesota,CB,Illegal Block Above the Waist,30,2902,115,2801
C.Griffin,Minnesota,CB,Illegal Procedure,0,2902,115,2801
C.Griffin,Minnesota,CB,Offensive Pass Interference,59,2902,115,2801
C.Houston,Atlanta,CB,Personal Foul,39,2902,250,2397
C.Houston,Atlanta,CB,Leverage,0,2902,250,2397
C.Houston,Atlanta,CB,Illegal Receiver Pass,0,2902,250,2397
C.Houston,Atlanta,CB,Roughing the Passer,45,2902,250,2397
C.Houston,Atlanta,CB,Face Mask (15 Yards),132,2902,250,2397
C.Houston,Atlanta,CB,Disqualification,15,2902,250,2397
C.Houston,Detroit,CB,Intentional Grounding,19,2902,250,3435
C.Houston,Detroit,CB,Tripping,0,2902,250,3435
C.Johnson,Oakland,CB,Illegally Kicking Ball,0,2902,843,2033
C.Johnson,Oakland,CB,Disqualification,0,2902,843,2033
C.Johnson,Oakland,CB,Ineligible Downfield Kick,0,2902,843,2033
C.Johnson,Oakland,CB,Illegal Shift,10,2902,843,2033
C.Johnson,Oakland,CB,Illegal Formation,25,2902,843,2033
C.Johnson,Oakland,CB,Delay of Game,30,2902,843,2033
C.Johnson,Oakland,CB,Roughing the Passer,102,2902,843,2033
C.Rogers,Washington,CB,Face Mask (15 Yards),37,2902,52,2620
C.Rogers,Washington,CB,Disqualification,0,2902,52,2620
C.Rogers,Washington,CB,Ineligible Downfield Kick,15,2902,52,2620
C.Webster,N.Y. Giants,CB,Illegal Block Above the Waist,60,2902,130,2567
C.Webster,N.Y. Giants,CB,Face Mask (15 Yards),30,2902,130,2567
C.Webster,N.Y. Giants,CB,Chop Block,0,2902,130,2567
C.Webster,N.Y. Giants,CB,Illegal Shift,10,2902,130,2567
C.Webster,N.Y. Giants,CB,Unsportsmanlike Conduct,30,2902,130,2567
D.Butler,New England,CB,Illegal Procedure,0,2902,10,1521
D.Butler,New England,CB,Ineligible Downfield Pass,0,2902,10,1521
D.Butler,New England,CB,Illegal Blindside Block,0,2902,10,1521
D.Butler,New England,CB,Defensive 12 On-field,10,2902,10,1521
D.Butler,New England,CB,Chop Block,0,2902,10,1521
D.Cox,Jacksonville,CB,Offensive Too Many Men on Field,0,2902,10,1152
D.Cox,Jacksonville,CB,Illegal Use of Hands,10,2902,10,1152
D.Cox,Jacksonville,CB,Face Mask (5 Yards),0,2902,10,1152
D.Cox,Jacksonville,CB,Illegal Forward Pass,0,2902,10,1152
D.Patterson,Philadelphia,CB,Illegal Contact,5,2902,40,2483
D.Patterson,Philadelphia,CB,Illegal Motion,10,2902,40,2483
D.Patterson,Philadelphia,CB,Encroachment,10,2902,40,2483
D.Patterson,Philadelphia,CB,Neutral Zone Infraction,5,2902,40,2483
D.Patterson,Philadelphia,CB,Illegal Bat,10,2902,40,2483
D.Rodgers,Arizona,CB,Unsportsmanlike Conduct,104,2902,104,2580
D.Rodgers,Arizona,CB,Illegal Kick/Kicking Loose Ball,0,2902,104,2580
D.Rodgers,Arizona,CB,Illegal Bat,0,2902,104,2580
De.Williams,Carolina,CB,Disqualification,0,2902,30,1229
De.Williams,Carolina,CB,Horse Collar Tackle,30,2902,30,1229
Du.Robinson,Houston,CB,Illegal Wedge,0,2902,25,2864
Du.Robinson,Houston,CB,Illegal Double-Team Block,0,2902,25,2864
Du.Robinson,Houston,CB,Illegal Bat,0,2902,25,2864
Du.Robinson,Houston,CB,Illegal Formation,25,2902,25,2864
Du.Robinson,Houston,CB,Intentional Grounding,0,2902,25,2864
Du.Robinson,Houston,CB,Illegal Touch Pass,0,2902,25,2864
Du.Robinson,Houston,CB,Leverage,0,2902,25,2864
E.Hobbs,Philadelphia,CB,Defensive Offside,51,2902,51,2483
F.Smoot,Washington,CB,Player Out of Bounds on Kick,0,2902,5,2620
F.Smoot,Washington,CB,Illegal Formation,5,2902,5,2620
G.Toler,Arizona,CB,Illegal Cut,0,2902,0,2580
G.Toler,Arizona,CB,Player Out of Bounds on Punt,0,2902,0,2580
I.Taylor,Pittsburgh,CB,Illegal Receiver Pass,0,2902,30,2891
I.Taylor,Pittsburgh,CB,Personal Foul,30,2902,30,2891
I.Taylor,Pittsburgh,CB,Lowering the Head to Initiate Contact,0,2902,30,2891
I.Taylor,Pittsburgh,CB,Fair Catch Interference,0,2902,30,2891
J.Bush,Green Bay,CB,Intentional Grounding,33,2902,38,2779
J.Bush,Green Bay,CB,Short Free Kick,5,2902,38,2779
J.Bush,Green Bay,CB,Illegal Procedure,0,2902,38,2779
J.Greer,New Orleans,CB,Face Mask,0,2902,15,2485
J.Greer,New Orleans,CB,Illegal Contact,15,2902,15,2485
J.Hanson,Philadelphia,CB,Running Into the Kicker,5,2902,5,2483
J.Hanson,Philadelphia,CB,Disqualification,0,2902,5,2483
J.Joseph,Cincinnati,CB,Low Block,15,2902,15,2402
J.McCourty,Tennessee,CB,Ineligible Downfield Pass,5,2902,5,2041
J.Reeves,Houston,CB,Unnecessary Roughness,218,2902,228,2864
J.Reeves,Houston,CB,Offside on Free Kick,0,2902,228,2864
J.Reeves,Houston,CB,Illegal Shift,5,2902,228,2864
J.Reeves,Houston,CB,Offensive 12 On-field,5,2902,228,2864
K.Jackson,Houston,CB,Ineligible Downfield Kick,15,2902,15,2864
K.Lewis,Pittsburgh,CB,Offensive 12 On-field,0,2902,35,2891
K.Lucas,Seattle,CB,Defensive Delay of Game,5,2902,5,2119
L.Hall,Cincinnati,CB,Offensive Offside,0,2902,0,2402
L.Hall,Cincinnati,CB,Illegal Onside Kick,0,2902,0,2402
L.Hall,Cincinnati,CB,Illegal Kick,0,2902,0,2402
L.Hall,Cincinnati,CB,Roughing the Kicker,0,2902,0,2402
L.Hall,Cincinnati,CB,Offensive 12 On-field,0,2902,0,2402
L.Sheppard,N.Y. Jets,CB,Illegal Shift,5,2902,10,2426
L.Sheppard,N.Y. Jets,CB,Illegal Procedure,5,2902,10,2426
L.Sheppard,N.Y. Jets,CB,Leaping,0,2902,10,2426
M.Jenkins,Dallas,CB,Invalid Fair Catch Signal,0,2902,585,3299
M.Jenkins,Dallas,CB,Illegal Block Above the Waist,80,2902,585,3299
M.Jenkins,Dallas,CB,Illegal Forward Pass,5,2902,585,3299
M.Jenkins,Dallas,CB,Illegally Kicking Ball,0,2902,585,3299
M.Jenkins,Dallas,CB,Ineligible Downfield Pass,10,2902,585,3299
M.McKenzie,New Orleans,CB,Illegal Receiver Pass,0,2902,0,2485
M.Trufant,Seattle,CB,Offensive Offside,0,2902,10,2119
M.Trufant,Seattle,CB,Illegal Crackback,0,2902,10,2119
M.Trufant,Seattle,CB,Ineligible Downfield Kick,0,2902,10,2119
M.Trufant,Seattle,CB,Low Block,0,2902,10,2119
M.Trufant,Seattle,CB,Illegal Bat,10,2902,10,2119
M.Trufant,Seattle,CB,Illegal Blindside Block,0,2902,10,2119
N.Asomugha,Oakland,CB,Illegal Procedure,0,2902,0,2033
N.Asomugha,Oakland,CB,Illegal Kick/Kicking Loose Ball,0,2902,0,2033
N.Asomugha,Oakland,CB,Face Mask,0,2902,0,2033
N.Asomugha,Oakland,CB,Kick Catch Interference,0,2902,0,2033
N.Harper,Tennessee,CB,Illegal Formation,10,2902,10,2041
O.Scandrick,Dallas,CB,Disqualification,4,2902,4,3299
O.Scandrick,Dallas,CB,Leverage,0,2902,4,3299
O.Scandrick,Dallas,CB,Ineligible Downfield Kick,0,2902,4,3299
O.Scandrick,Dallas,CB,Illegal Forward Handoff,0,2902,4,3299
P.Lee,Green Bay,CB,Leaping,0,2902,0,2779
Q.Jammer,San Diego,CB,Ineligible Downfield Pass,5,2902,262,2124
Q.Jammer,San Diego,CB,False Start,165,2902,262,2124
Q.Jammer,San Diego,CB,Illegal Motion,0,2902,262,2124
Q.Jammer,San Diego,CB,Illegal Crackback,0,2902,262,2124
Q.Jammer,San Diego,CB,Illegal Touch Pass,5,2902,262,2124
Q.Jammer,San Diego,CB,Lowering the Head to Make Forcible Contact,0,2902,262,2124
Q.Jammer,San Diego,CB,Illegal Block Above the Waist,87,2902,262,2124
R.Bartell,St. Louis,CB,Leverage,0,2902,94,3223
R.Bartell,St. Louis,CB,Offensive Too Many Men on Field,0,2902,94,3223
R.Bartell,St. Louis,CB,Offensive Pass Interference,60,2902,94,3223
R.Bartell,St. Louis,CB,Defensive 12 On-field,0,2902,94,3223
R.Bartell,St. Louis,CB,Ineligible Downfield Pass,10,2902,94,3223
R.Bartell,St. Louis,CB,Personal Foul,24,2902,94,3223
R.Hood,Tennessee,CB,Delay of Game,40,2902,40,2041
R.Marshall,Carolina,CB,Short Free Kick,0,2902,10,1229
R.Marshall,Carolina,CB,Leverage,0,2902,10,1229
R.Marshall,Carolina,CB,Defensive 12 On-field,10,2902,10,1229
R.Marshall,Carolina,CB,Ineligible Downfield Pass,0,2902,10,1229
R.Marshall,Carolina,CB,Illegal Crackback,0,2902,10,1229
R.Marshall,Carolina,CB,Illegal Kick,0,2902,10,1229
R.Marshall,Carolina,CB,Illegal Procedure,0,2902,10,1229
R.Mathis,Jacksonville,CB,Lowering the Head to Initiate Contact,0,2902,60,1152
R.Mathis,Jacksonville,CB,Offside on Free Kick,10,2902,60,1152
R.Robinson,Philadelphia,CB,Face Mask (5 Yards),0,2902,0,2483
S.Brown,Cleveland,CB,Kickoff Out of Bounds,0,2902,20,2490
S.Brown,Philadelphia,CB,Illegal Kick,0,2902,20,2483
S.Brown,Philadelphia,CB,Ineligible Downfield Pass,10,2902,20,2483
S.Brown,Philadelphia,CB,Illegal Wedge,0,2902,20,2483
S.Brown,Philadelphia,CB,Ineligible Downfield Kick,5,2902,20,2483
S.Routt,Oakland,CB,Illegal Forward Handoff,0,2902,60,2033
S.Routt,Oakland,CB,Kick Catch Interference,0,2902,60,2033
S.Routt,Oakland,CB,Delay of Kickoff,0,2902,60,2033
S.Routt,Oakland,CB,Illegal Kick,0,2902,60,2033
S.Routt,Oakland,CB,Delay of Game,45,2902,60,2033
S.Routt,Oakland,CB,Illegal Cut,0,2902,60,2033
S.Routt,Oakland,CB,Illegal Crackback,0,2902,60,2033
S.Routt,Oakland,CB,Invalid Fair Catch Signal,0,2902,60,2033
S.Routt,Oakland,CB,Running Into the Kicker,15,2902,60,2033
S.Routt,Oakland,CB,Face Mask,0,2902,60,2033
S.Routt,Oakland,CB,Lowering the Head to Make Forcible Contact,0,2902,60,2033
S.Smith,Miami,CB,Illegal Contact,5,2902,35,1485
S.Spencer,San Francisco,CB,Invalid Fair Catch Signal,0,2902,65,3017
